时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-08 09:30:00,5.91,5.91,5.91,5.91,2276,1345116.0,5.91
2024-11-08 09:31:00,5.93,5.94,5.96,5.93,2465,1464418.0,5.926
2024-11-08 09:32:00,5.94,5.91,5.94,5.91,5430,3218204.0,5.926
2024-11-08 09:33:00,5.91,5.87,5.91,5.86,3839,2262411.0,5.917
2024-11-08 09:34:00,5.87,5.88,5.88,5.86,2379,1397669.0,5.911
2024-11-08 09:35:00,5.88,5.87,5.88,5.87,2126,1249444.0,5.907
2024-11-08 09:36:00,5.86,5.83,5.86,5.83,3226,1886555.0,5.898
2024-11-08 09:37:00,5.83,5.84,5.85,5.83,3431,2001466.0,5.89
2024-11-08 09:38:00,5.85,5.84,5.87,5.84,2735,1599883.0,5.886
2024-11-08 09:39:00,5.84,5.84,5.84,5.83,882,515035.0,5.884
2024-11-08 09:40:00,5.84,5.83,5.85,5.82,3819,2228614.0,5.879
2024-11-08 09:41:00,5.82,5.81,5.82,5.81,1432,832717.0,5.876
2024-11-08 09:42:00,5.81,5.82,5.83,5.8,2444,1421075.0,5.872
2024-11-08 09:43:00,5.83,5.81,5.83,5.81,343,199772.0,5.871
2024-11-08 09:44:00,5.82,5.82,5.82,5.82,551,320682.0,5.871
2024-11-08 09:45:00,5.83,5.83,5.83,5.82,1406,819164.0,5.869
2024-11-08 09:46:00,5.83,5.85,5.85,5.83,674,393317.0,5.868
2024-11-08 09:47:00,5.85,5.84,5.85,5.83,1105,645142.0,5.868
2024-11-08 09:48:00,5.84,5.85,5.85,5.84,539,314905.0,5.867
2024-11-08 09:49:00,5.85,5.85,5.86,5.85,1593,932442.0,5.867
2024-11-08 09:50:00,5.85,5.85,5.86,5.85,108,63244.0,5.867
2024-11-08 09:51:00,5.86,5.86,5.86,5.85,916,536729.0,5.867
2024-11-08 09:52:00,5.86,5.85,5.86,5.85,1661,972383.0,5.866
2024-11-08 09:53:00,5.85,5.86,5.86,5.85,1837,1075761.0,5.866
2024-11-08 09:54:00,5.85,5.85,5.85,5.85,535,312976.0,5.866
2024-11-08 09:55:00,5.85,5.85,5.86,5.85,816,477826.0,5.865
2024-11-08 09:56:00,5.85,5.85,5.86,5.85,28,16391.0,5.865
2024-11-08 09:57:00,5.85,5.84,5.86,5.84,1195,699067.0,5.865
2024-11-08 09:58:00,5.84,5.84,5.85,5.84,265,154842.0,5.865
2024-11-08 09:59:00,5.85,5.85,5.85,5.84,200,116931.0,5.865
2024-11-08 10:00:00,5.84,5.83,5.84,5.83,4843,2827703.0,5.863
2024-11-08 10:01:00,5.83,5.83,5.83,5.83,354,206382.0,5.862
2024-11-08 10:02:00,5.83,5.82,5.83,5.82,867,505106.0,5.862
2024-11-08 10:03:00,5.82,5.84,5.84,5.82,504,293658.0,5.861
2024-11-08 10:04:00,5.83,5.83,5.84,5.83,584,340473.0,5.861
2024-11-08 10:05:00,5.84,5.83,5.84,5.83,900,524710.0,5.861
2024-11-08 10:06:00,5.84,5.83,5.84,5.83,999,582595.0,5.86
2024-11-08 10:07:00,5.83,5.84,5.84,5.83,1181,689696.0,5.86
2024-11-08 10:08:00,5.85,5.84,5.85,5.84,674,393703.0,5.86
2024-11-08 10:09:00,5.84,5.84,5.84,5.84,510,297838.0,5.859
2024-11-08 10:10:00,5.84,5.83,5.84,5.83,622,362752.0,5.859
2024-11-08 10:11:00,5.83,5.83,5.84,5.83,214,124816.0,5.859
2024-11-08 10:12:00,5.83,5.83,5.84,5.83,143,83433.0,5.859
2024-11-08 10:13:00,5.83,5.83,5.84,5.83,715,416970.0,5.859
2024-11-08 10:14:00,5.83,5.83,5.84,5.83,152,88717.0,5.859
2024-11-08 10:15:00,5.83,5.82,5.83,5.81,1854,1079275.0,5.858
2024-11-08 10:16:00,5.82,5.81,5.82,5.81,242,140614.0,5.857
2024-11-08 10:17:00,5.81,5.81,5.82,5.81,2697,1566947.0,5.856
2024-11-08 10:18:00,5.81,5.82,5.82,5.81,99,57567.0,5.856
2024-11-08 10:19:00,5.81,5.82,5.82,5.81,301,175002.0,5.855
2024-11-08 10:20:00,5.82,5.82,5.82,5.81,231,134240.0,5.855
2024-11-08 10:21:00,5.81,5.81,5.82,5.81,284,165009.0,5.855
2024-11-08 10:22:00,5.81,5.81,5.82,5.81,259,150526.0,5.855
2024-11-08 10:23:00,5.8,5.81,5.82,5.8,343,199350.0,5.855
2024-11-08 10:24:00,5.81,5.81,5.82,5.81,539,313172.0,5.854
2024-11-08 10:25:00,5.81,5.81,5.82,5.81,993,576950.0,5.854
2024-11-08 10:26:00,5.81,5.8,5.81,5.8,1027,595699.0,5.853
2024-11-08 10:27:00,5.81,5.81,5.81,5.8,1842,1070201.0,5.852
2024-11-08 10:28:00,5.81,5.81,5.81,5.8,172,99908.0,5.852
2024-11-08 10:29:00,5.81,5.81,5.81,5.8,211,122409.0,5.852
2024-11-08 10:30:00,5.8,5.79,5.81,5.79,2000,1159881.0,5.85
2024-11-08 10:31:00,5.8,5.79,5.8,5.78,2370,1371353.0,5.848
2024-11-08 10:32:00,5.79,5.78,5.79,5.78,244,141271.0,5.848
2024-11-08 10:33:00,5.78,5.79,5.79,5.78,533,308194.0,5.848
2024-11-08 10:34:00,5.79,5.8,5.8,5.78,965,558821.0,5.847
2024-11-08 10:35:00,5.79,5.79,5.8,5.79,90,52149.0,5.847
2024-11-08 10:36:00,5.8,5.79,5.8,5.79,575,333100.0,5.847
2024-11-08 10:37:00,5.78,5.79,5.79,5.78,429,248272.0,5.846
2024-11-08 10:38:00,5.79,5.78,5.79,5.78,1313,759931.0,5.845
2024-11-08 10:39:00,5.79,5.78,5.79,5.77,1405,812187.0,5.844
2024-11-08 10:40:00,5.77,5.76,5.77,5.76,1214,700368.0,5.843
2024-11-08 10:41:00,5.76,5.77,5.77,5.76,500,288014.0,5.843
2024-11-08 10:42:00,5.77,5.76,5.77,5.76,300,172893.0,5.842
2024-11-08 10:43:00,5.76,5.75,5.76,5.75,2136,1228978.0,5.84
2024-11-08 10:44:00,5.75,5.75,5.75,5.75,1065,612375.0,5.839
2024-11-08 10:45:00,5.75,5.75,5.76,5.75,593,340996.0,5.839
2024-11-08 10:46:00,5.75,5.75,5.76,5.75,1263,726289.0,5.837
2024-11-08 10:47:00,5.75,5.76,5.76,5.75,642,369791.0,5.837
2024-11-08 10:48:00,5.77,5.77,5.77,5.76,196,113090.0,5.837
2024-11-08 10:49:00,5.77,5.77,5.77,5.77,347,200218.0,5.837
2024-11-08 10:50:00,5.77,5.76,5.77,5.76,727,419469.0,5.836
2024-11-08 10:51:00,5.77,5.77,5.77,5.76,296,170778.0,5.836
2024-11-08 10:52:00,5.77,5.76,5.77,5.76,222,128017.0,5.836
2024-11-08 10:53:00,5.77,5.76,5.77,5.76,291,167674.0,5.835
2024-11-08 10:54:00,5.77,5.77,5.77,5.76,691,398700.0,5.835
2024-11-08 10:55:00,5.77,5.78,5.78,5.76,168,96901.0,5.835
2024-11-08 10:56:00,5.78,5.77,5.78,5.77,238,137537.0,5.835
2024-11-08 10:57:00,5.77,5.79,5.79,5.77,320,185062.0,5.834
2024-11-08 10:58:00,5.79,5.78,5.79,5.78,877,507033.0,5.834
2024-11-08 10:59:00,5.78,5.77,5.78,5.77,1156,667281.0,5.833
2024-11-08 11:00:00,5.77,5.77,5.77,5.76,335,193296.0,5.833
2024-11-08 11:01:00,5.76,5.75,5.77,5.75,1560,898560.0,5.832
2024-11-08 11:02:00,5.75,5.76,5.77,5.75,213,122630.0,5.832
2024-11-08 11:03:00,5.76,5.76,5.76,5.76,21,12096.0,5.832
2024-11-08 11:04:00,5.76,5.75,5.77,5.75,428,246523.0,5.831
2024-11-08 11:05:00,5.75,5.75,5.76,5.75,155,89139.0,5.831
2024-11-08 11:06:00,5.75,5.75,5.76,5.74,1729,994184.0,5.83
2024-11-08 11:07:00,5.75,5.75,5.75,5.74,104,59799.0,5.83
2024-11-08 11:08:00,5.75,5.74,5.75,5.74,454,260740.0,5.829
2024-11-08 11:09:00,5.74,5.75,5.75,5.74,329,188909.0,5.829
2024-11-08 11:10:00,5.75,5.74,5.75,5.74,586,336405.0,5.829
2024-11-08 11:11:00,5.74,5.75,5.75,5.74,878,504043.0,5.828
2024-11-08 11:12:00,5.75,5.76,5.76,5.75,223,128274.0,5.828
2024-11-08 11:13:00,5.75,5.75,5.75,5.74,80,45999.0,5.828
2024-11-08 11:14:00,5.75,5.75,5.76,5.75,25,14377.0,5.828
2024-11-08 11:15:00,5.75,5.75,5.76,5.75,309,177872.0,5.828
2024-11-08 11:16:00,5.75,5.75,5.75,5.74,909,522674.0,5.827
2024-11-08 11:17:00,5.75,5.75,5.75,5.74,87,49941.0,5.827
2024-11-08 11:18:00,5.74,5.74,5.74,5.74,512,293918.0,5.826
