时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-08 09:30:00,4.49,4.49,4.49,4.49,2696,1210724.0,4.49
2024-11-08 09:31:00,4.5,4.51,4.51,4.49,8899,4003092.0,4.497
2024-11-08 09:32:00,4.5,4.5,4.51,4.48,7509,3376508.0,4.497
2024-11-08 09:33:00,4.5,4.48,4.5,4.47,5337,2396028.0,4.495
2024-11-08 09:34:00,4.48,4.48,4.49,4.46,4232,1889279.0,4.49
2024-11-08 09:35:00,4.47,4.46,4.48,4.46,2035,910345.0,4.489
2024-11-08 09:36:00,4.46,4.45,4.47,4.45,1335,595454.0,4.488
2024-11-08 09:37:00,4.45,4.46,4.47,4.45,1145,510730.0,4.487
2024-11-08 09:38:00,4.46,4.45,4.46,4.45,1690,752198.0,4.485
2024-11-08 09:39:00,4.45,4.45,4.46,4.44,3208,1426455.0,4.482
2024-11-08 09:40:00,4.45,4.45,4.45,4.44,1104,491362.0,4.481
2024-11-08 09:41:00,4.44,4.44,4.45,4.43,3062,1359603.0,4.478
2024-11-08 09:42:00,4.43,4.43,4.44,4.43,1445,641341.0,4.477
2024-11-08 09:43:00,4.43,4.44,4.44,4.43,3701,1640190.0,4.473
2024-11-08 09:44:00,4.44,4.44,4.44,4.43,1740,771781.0,4.472
2024-11-08 09:45:00,4.44,4.44,4.45,4.43,1540,683455.0,4.471
2024-11-08 09:46:00,4.44,4.47,4.47,4.44,3999,1783110.0,4.47
2024-11-08 09:47:00,4.46,4.47,4.47,4.46,1282,572862.0,4.47
2024-11-08 09:48:00,4.47,4.46,4.47,4.46,880,392587.0,4.47
2024-11-08 09:49:00,4.46,4.45,4.46,4.45,699,311777.0,4.47
2024-11-08 09:50:00,4.45,4.45,4.46,4.45,498,221696.0,4.47
2024-11-08 09:51:00,4.46,4.46,4.46,4.45,1613,719200.0,4.469
2024-11-08 09:52:00,4.46,4.47,4.47,4.46,189,84304.0,4.469
2024-11-08 09:53:00,4.47,4.46,4.47,4.45,4611,2056452.0,4.469
2024-11-08 09:54:00,4.46,4.46,4.47,4.46,488,217673.0,4.469
2024-11-08 09:55:00,4.47,4.46,4.47,4.46,4384,1955843.0,4.468
2024-11-08 09:56:00,4.47,4.46,4.47,4.46,377,168271.0,4.468
2024-11-08 09:57:00,4.47,4.46,4.47,4.46,719,320900.0,4.468
2024-11-08 09:58:00,4.46,4.46,4.46,4.46,554,247084.0,4.468
2024-11-08 09:59:00,4.46,4.46,4.46,4.45,1219,543624.0,4.468
2024-11-08 10:00:00,4.45,4.45,4.46,4.45,2985,1328648.0,4.467
2024-11-08 10:01:00,4.46,4.47,4.47,4.45,4495,2003007.0,4.467
2024-11-08 10:02:00,4.46,4.47,4.47,4.46,1135,506789.0,4.467
2024-11-08 10:03:00,4.47,4.47,4.48,4.47,2188,977949.0,4.467
2024-11-08 10:04:00,4.47,4.47,4.48,4.47,1404,628643.0,4.467
2024-11-08 10:05:00,4.47,4.47,4.48,4.47,1497,670126.0,4.467
2024-11-08 10:06:00,4.48,4.48,4.48,4.47,403,180426.0,4.467
2024-11-08 10:07:00,4.47,4.48,4.48,4.47,474,212347.0,4.467
2024-11-08 10:08:00,4.48,4.48,4.48,4.47,427,191289.0,4.467
2024-11-08 10:09:00,4.48,4.48,4.48,4.47,665,297881.0,4.467
2024-11-08 10:10:00,4.47,4.48,4.48,4.47,505,226187.0,4.467
2024-11-08 10:11:00,4.47,4.48,4.48,4.47,639,286124.0,4.467
2024-11-08 10:12:00,4.47,4.47,4.48,4.47,2634,1177709.0,4.468
2024-11-08 10:13:00,4.47,4.46,4.47,4.46,1192,532444.0,4.468
2024-11-08 10:14:00,4.47,4.46,4.47,4.46,651,290520.0,4.468
2024-11-08 10:15:00,4.46,4.47,4.47,4.46,5342,2382586.0,4.467
2024-11-08 10:16:00,4.46,4.47,4.47,4.46,512,228573.0,4.467
2024-11-08 10:17:00,4.47,4.46,4.47,4.46,410,182926.0,4.467
2024-11-08 10:18:00,4.46,4.47,4.47,4.46,675,301061.0,4.467
2024-11-08 10:19:00,4.46,4.47,4.47,4.46,763,340726.0,4.467
2024-11-08 10:20:00,4.47,4.47,4.47,4.46,189,84393.0,4.467
2024-11-08 10:21:00,4.47,4.46,4.47,4.46,163,72810.0,4.467
2024-11-08 10:22:00,4.47,4.47,4.47,4.46,746,332761.0,4.467
2024-11-08 10:23:00,4.47,4.46,4.47,4.46,7,3128.0,4.467
2024-11-08 10:24:00,4.46,4.47,4.47,4.46,122,54456.0,4.467
2024-11-08 10:25:00,4.46,4.46,4.47,4.46,605,269832.0,4.467
2024-11-08 10:26:00,4.46,4.47,4.47,4.46,405,180752.0,4.467
2024-11-08 10:27:00,4.46,4.46,4.47,4.46,147,65663.0,4.467
2024-11-08 10:28:00,4.47,4.46,4.47,4.46,61,27249.0,4.467
2024-11-08 10:29:00,4.46,4.46,4.47,4.46,1228,547708.0,4.467
2024-11-08 10:30:00,4.46,4.46,4.47,4.46,446,199053.0,4.467
2024-11-08 10:31:00,4.46,4.46,4.47,4.46,186,83002.0,4.467
2024-11-08 10:32:00,4.48,4.49,4.49,4.47,16262,7281646.0,4.468
2024-11-08 10:33:00,4.49,4.49,4.49,4.48,508,227969.0,4.468
2024-11-08 10:34:00,4.48,4.48,4.49,4.48,595,266574.0,4.468
2024-11-08 10:35:00,4.49,4.48,4.49,4.48,1743,781308.0,4.469
2024-11-08 10:36:00,4.48,4.48,4.48,4.47,3833,1716012.0,4.469
2024-11-08 10:37:00,4.47,4.47,4.48,4.47,868,388314.0,4.469
2024-11-08 10:38:00,4.47,4.46,4.47,4.46,2329,1040894.0,4.469
2024-11-08 10:39:00,4.47,4.46,4.47,4.46,202,90159.0,4.469
2024-11-08 10:40:00,4.46,4.45,4.46,4.45,4046,1804658.0,4.469
2024-11-08 10:41:00,4.46,4.47,4.47,4.45,392,175044.0,4.469
2024-11-08 10:42:00,4.46,4.46,4.47,4.46,197,87917.0,4.469
2024-11-08 10:43:00,4.46,4.45,4.46,4.45,1540,686410.0,4.468
