时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-08 09:30:00,15.79,15.79,15.79,15.79,455,718445.0,15.79
2024-11-08 09:31:00,15.84,15.85,15.88,15.84,1567,2484304.0,15.84
2024-11-08 09:32:00,15.85,15.8,15.85,15.75,4166,6579246.0,15.808
2024-11-08 09:33:00,15.79,15.73,15.8,15.66,2036,3200784.0,15.787
2024-11-08 09:34:00,15.72,15.77,15.77,15.71,1336,2100963.0,15.778
2024-11-08 09:35:00,15.78,15.74,15.8,15.71,1473,2322216.0,15.776
2024-11-08 09:36:00,15.75,15.72,15.75,15.7,1369,2151538.0,15.77
2024-11-08 09:37:00,15.73,15.75,15.77,15.73,892,1405020.0,15.768
2024-11-08 09:38:00,15.75,15.8,15.8,15.74,2255,3555865.0,15.769
2024-11-08 09:39:00,15.79,15.74,15.79,15.72,1480,2333439.0,15.768
2024-11-08 09:40:00,15.74,15.78,15.82,15.74,1962,3094245.0,15.769
2024-11-08 09:41:00,15.78,15.75,15.78,15.74,666,1049699.0,15.768
2024-11-08 09:42:00,15.75,15.73,15.78,15.72,1132,1782508.0,15.767
2024-11-08 09:43:00,15.73,15.73,15.74,15.71,872,1371111.0,15.765
2024-11-08 09:44:00,15.72,15.72,15.74,15.71,1073,1687303.0,15.764
2024-11-08 09:45:00,15.74,15.74,15.77,15.72,1415,2226969.0,15.762
2024-11-08 09:46:00,15.74,15.82,15.82,15.74,2065,3261321.0,15.765
2024-11-08 09:47:00,15.82,15.82,15.83,15.81,1539,2434281.0,15.767
2024-11-08 09:48:00,15.83,15.87,15.87,15.83,1418,2247837.0,15.772
2024-11-08 09:49:00,15.87,15.84,15.87,15.82,1201,1902842.0,15.774
2024-11-08 09:50:00,15.82,15.81,15.82,15.8,270,427048.0,15.775
2024-11-08 09:51:00,15.81,15.82,15.83,15.8,524,828865.0,15.776
2024-11-08 09:52:00,15.83,15.85,15.85,15.82,870,1377367.0,15.777
2024-11-08 09:53:00,15.85,15.8,15.85,15.79,579,915641.0,15.778
2024-11-08 09:54:00,15.8,15.83,15.83,15.79,1053,1664711.0,15.779
2024-11-08 09:55:00,15.83,15.79,15.83,15.78,923,1458023.0,15.779
2024-11-08 09:56:00,15.79,15.77,15.8,15.77,501,790967.0,15.779
2024-11-08 09:57:00,15.77,15.8,15.81,15.77,594,937799.0,15.779
2024-11-08 09:58:00,15.8,15.77,15.8,15.74,1003,1581232.0,15.779
2024-11-08 09:59:00,15.74,15.75,15.75,15.73,809,1273420.0,15.778
2024-11-08 10:00:00,15.75,15.74,15.75,15.74,629,990353.0,15.778
2024-11-08 10:01:00,15.75,15.75,15.76,15.73,309,486674.0,15.777
2024-11-08 10:02:00,15.75,15.74,15.75,15.74,611,961917.0,15.777
2024-11-08 10:03:00,15.73,15.74,15.75,15.73,880,1384905.0,15.776
2024-11-08 10:04:00,15.73,15.73,15.74,15.73,708,1113824.0,15.775
2024-11-08 10:05:00,15.73,15.73,15.73,15.71,1155,1817321.0,15.774
2024-11-08 10:06:00,15.73,15.71,15.74,15.7,693,1089155.0,15.773
2024-11-08 10:07:00,15.71,15.73,15.73,15.7,528,829478.0,15.772
2024-11-08 10:08:00,15.72,15.72,15.73,15.72,414,650929.0,15.772
2024-11-08 10:09:00,15.73,15.75,15.75,15.71,1084,1705594.0,15.771
2024-11-08 10:10:00,15.75,15.76,15.77,15.75,755,1189411.0,15.771
2024-11-08 10:11:00,15.75,15.72,15.75,15.72,736,1158035.0,15.77
2024-11-08 10:12:00,15.74,15.72,15.74,15.72,512,805031.0,15.77
2024-11-08 10:13:00,15.72,15.72,15.73,15.71,1023,1608121.0,15.769
2024-11-08 10:14:00,15.73,15.7,15.73,15.7,2752,4324365.0,15.766
2024-11-08 10:15:00,15.71,15.68,15.71,15.68,2625,4120003.0,15.762
2024-11-08 10:16:00,15.69,15.69,15.71,15.68,708,1110907.0,15.761
2024-11-08 10:17:00,15.68,15.69,15.72,15.68,1646,2583939.0,15.759
2024-11-08 10:18:00,15.69,15.71,15.71,15.69,274,430225.0,15.759
2024-11-08 10:19:00,15.71,15.7,15.72,15.69,322,505508.0,15.759
2024-11-08 10:20:00,15.7,15.72,15.73,15.69,871,1368328.0,15.758
2024-11-08 10:21:00,15.71,15.71,15.72,15.69,1310,2055182.0,15.756
2024-11-08 10:22:00,15.71,15.71,15.72,15.68,272,427244.0,15.756
2024-11-08 10:23:00,15.7,15.71,15.73,15.7,555,872245.0,15.756
2024-11-08 10:24:00,15.71,15.72,15.72,15.71,100,157153.0,15.756
2024-11-08 10:25:00,15.72,15.71,15.73,15.69,315,494745.0,15.755
2024-11-08 10:26:00,15.72,15.76,15.76,15.69,930,1461367.0,15.755
2024-11-08 10:27:00,15.76,15.74,15.76,15.73,829,1305543.0,15.755
2024-11-08 10:28:00,15.76,15.72,15.77,15.72,587,924621.0,15.755
2024-11-08 10:29:00,15.75,15.74,15.75,15.72,857,1347704.0,15.754
2024-11-08 10:30:00,15.72,15.71,15.72,15.7,219,344019.0,15.754
2024-11-08 10:31:00,15.72,15.72,15.73,15.71,353,554599.0,15.754
2024-11-08 10:32:00,15.72,15.72,15.72,15.7,475,746377.0,15.754
2024-11-08 10:33:00,15.73,15.74,15.75,15.73,212,333611.0,15.753
2024-11-08 10:34:00,15.75,15.73,15.75,15.73,314,494083.0,15.753
2024-11-08 10:35:00,15.73,15.74,15.76,15.73,1428,2247667.0,15.753
2024-11-08 10:36:00,15.74,15.78,15.78,15.74,3043,4797648.0,15.754
2024-11-08 10:37:00,15.8,15.78,15.82,15.76,1752,2766757.0,15.755
2024-11-08 10:38:00,15.74,15.75,15.76,15.74,989,1559472.0,15.755
2024-11-08 10:39:00,15.74,15.76,15.78,15.73,782,1231974.0,15.755
2024-11-08 10:40:00,15.74,15.71,15.74,15.71,558,877601.0,15.755
2024-11-08 10:41:00,15.72,15.71,15.72,15.71,294,461940.0,15.754
2024-11-08 10:42:00,15.73,15.71,15.73,15.7,934,1468009.0,15.754
2024-11-08 10:43:00,15.71,15.7,15.71,15.67,2819,4421075.0,15.751
2024-11-08 10:44:00,15.7,15.67,15.74,15.67,1167,1831024.0,15.75
2024-11-08 10:45:00,15.67,15.68,15.69,15.67,415,650558.0,15.75
2024-11-08 10:46:00,15.68,15.7,15.7,15.68,660,1035492.0,15.75
2024-11-08 10:47:00,15.69,15.72,15.72,15.69,363,569827.0,15.749
2024-11-08 10:48:00,15.72,15.69,15.72,15.68,1398,2191966.0,15.748
2024-11-08 10:49:00,15.71,15.7,15.72,15.69,477,749400.0,15.748
2024-11-08 10:50:00,15.7,15.73,15.74,15.68,1317,2067623.0,15.747
2024-11-08 10:51:00,15.73,15.73,15.74,15.7,206,323989.0,15.747
2024-11-08 10:52:00,15.73,15.71,15.73,15.7,475,746504.0,15.747
2024-11-08 10:53:00,15.69,15.73,15.73,15.69,267,419553.0,15.747
2024-11-08 10:54:00,15.73,15.79,15.79,15.72,866,1365355.0,15.747
2024-11-08 10:55:00,15.76,15.75,15.78,15.75,149,234813.0,15.747
2024-11-08 10:56:00,15.74,15.76,15.76,15.74,128,201675.0,15.747
2024-11-08 10:57:00,15.77,15.78,15.78,15.76,370,583611.0,15.747
2024-11-08 10:58:00,15.78,15.8,15.8,15.76,319,503476.0,15.747
2024-11-08 10:59:00,15.79,15.8,15.82,15.79,473,747426.0,15.748
2024-11-08 11:00:00,15.8,15.8,15.82,15.79,963,1521723.0,15.748
2024-11-08 11:01:00,15.8,15.8,15.8,15.76,351,554093.0,15.748
2024-11-08 11:02:00,15.79,15.84,15.84,15.79,1360,2152750.0,15.75
2024-11-08 11:03:00,15.84,15.85,15.86,15.84,1255,1989379.0,15.751
2024-11-08 11:04:00,15.85,15.81,15.85,15.81,316,500383.0,15.751
2024-11-08 11:05:00,15.82,15.81,15.82,15.8,379,599219.0,15.752
2024-11-08 11:06:00,15.81,15.78,15.81,15.76,3192,5034213.0,15.752
2024-11-08 11:07:00,15.78,15.75,15.78,15.75,530,835599.0,15.752
2024-11-08 11:08:00,15.76,15.74,15.76,15.72,403,634598.0,15.752
2024-11-08 11:09:00,15.74,15.72,15.74,15.72,362,569604.0,15.752
2024-11-08 11:10:00,15.72,15.7,15.74,15.69,1837,2885499.0,15.751
2024-11-08 11:11:00,15.7,15.72,15.72,15.6,5664,8852730.0,15.745
2024-11-08 11:12:00,15.71,15.72,15.75,15.71,356,560034.0,15.745
2024-11-08 11:13:00,15.75,15.76,15.76,15.74,78,122874.0,15.745
2024-11-08 11:14:00,15.75,15.74,15.76,15.74,97,152745.0,15.745
2024-11-08 11:15:00,15.74,15.75,15.75,15.74,200,314958.0,15.745
2024-11-08 11:16:00,15.75,15.75,15.75,15.74,129,203065.0,15.745
2024-11-08 11:17:00,15.74,15.7,15.74,15.68,2263,3557759.0,15.744
2024-11-08 11:18:00,15.7,15.71,15.71,15.69,188,295087.0,15.744
2024-11-08 11:19:00,15.71,15.68,15.72,15.68,2228,3498331.0,15.743
2024-11-08 11:20:00,15.7,15.68,15.7,15.68,1566,2458372.0,15.743
2024-11-08 11:21:00,15.68,15.69,15.7,15.68,176,276115.0,15.742
2024-11-08 11:22:00,15.69,15.7,15.7,15.68,769,1206682.0,15.742
2024-11-08 11:23:00,15.68,15.68,15.68,15.67,665,1042542.0,15.742
2024-11-08 11:24:00,15.67,15.67,15.68,15.66,999,1565441.0,15.741
2024-11-08 11:25:00,15.67,15.67,15.68,15.67,312,488818.0,15.741
2024-11-08 11:26:00,15.67,15.69,15.69,15.67,480,752514.0,15.741
2024-11-08 11:27:00,15.69,15.68,15.7,15.68,566,887997.0,15.74
2024-11-08 11:28:00,15.67,15.67,15.68,15.66,566,886877.0,15.74
2024-11-08 11:29:00,15.66,15.7,15.7,15.66,335,525129.0,15.74
