成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:03,26.35,0.0,167,440045,卖盘
09:30:03,26.39,0.04,17,44876,买盘
09:30:06,26.35,-0.04,58,152990,卖盘
09:30:09,26.35,0.0,114,300286,买盘
09:30:12,26.39,0.04,22,58060,卖盘
09:30:15,26.35,-0.04,75,197878,卖盘
09:30:18,26.35,0.0,76,200426,卖盘
09:30:21,26.45,0.1,8,21160,买盘
09:30:24,26.45,0.0,22,58097,卖盘
09:30:27,26.4,-0.05,7,18480,中性盘
09:30:33,26.39,-0.01,13,34378,卖盘
09:30:36,26.38,-0.01,60,158244,卖盘
09:30:39,26.38,0.0,9,23742,买盘
09:30:42,26.54,0.16,33,87191,买盘
09:30:45,26.54,0.0,2,5308,买盘
09:30:48,26.54,0.0,13,34557,中性盘
09:30:51,26.59,0.05,1,2659,买盘
09:30:54,26.59,0.0,18,47872,卖盘
09:31:00,26.45,-0.14,32,84877,卖盘
09:31:03,26.59,0.14,4,10637,中性盘
09:31:06,26.6,0.01,3,7968,买盘
09:31:09,26.6,0.0,44,117040,买盘
09:31:12,26.65,0.05,41,109265,买盘
09:31:15,26.65,0.0,68,181278,卖盘
09:31:21,26.66,0.01,13,34658,卖盘
09:31:27,26.62,-0.04,45,119732,买盘
09:31:30,26.6,-0.02,14,37242,卖盘
09:31:33,26.59,-0.01,90,239310,卖盘
09:31:36,26.57,-0.02,21,55837,中性盘
09:31:39,26.6,0.03,2,5317,买盘
09:31:42,26.5,-0.1,13,34459,卖盘
09:31:45,26.57,0.07,9,23913,卖盘
09:31:57,26.53,-0.04,8,21256,卖盘
09:32:03,26.5,-0.03,30,79555,卖盘
09:32:09,26.52,0.02,59,156468,中性盘
09:32:12,26.53,0.01,10,26533,中性盘
09:32:18,26.55,0.02,10,26550,买盘
09:32:21,26.53,-0.02,5,13265,卖盘
09:32:24,26.54,0.01,24,63662,买盘
09:32:30,26.52,-0.02,1,2652,中性盘
09:32:33,26.54,0.02,28,74252,买盘
09:32:36,26.53,-0.01,23,61026,卖盘
09:32:42,26.53,0.0,15,39795,卖盘
09:32:45,26.58,0.05,50,132751,买盘
09:32:51,26.58,0.0,10,26580,买盘
09:33:00,26.6,0.02,10,26587,买盘
09:33:06,26.58,-0.02,50,132948,卖盘
09:33:09,26.57,-0.01,31,82307,买盘
09:33:12,26.54,-0.03,37,98198,卖盘
09:33:15,26.57,0.03,5,13285,买盘
09:33:18,26.58,0.01,7,18594,买盘
09:33:21,26.54,-0.04,40,106181,卖盘
09:33:24,26.51,-0.03,39,103427,卖盘
09:33:27,26.55,0.04,41,108837,买盘
09:33:30,26.55,0.0,9,23895,卖盘
09:33:33,26.5,-0.05,3,7950,卖盘
09:33:36,26.55,0.05,12,31854,买盘
09:33:45,26.52,-0.03,7,18564,卖盘
09:33:51,26.52,0.0,1,2652,卖盘
09:33:54,26.52,0.0,15,39811,卖盘
09:33:57,26.57,0.05,12,31843,买盘
09:34:09,26.61,0.04,31,82446,买盘
09:34:12,26.52,-0.09,86,228072,卖盘
09:34:15,26.57,0.05,2,5314,中性盘
09:34:18,26.57,0.0,1,2657,买盘
09:34:21,26.57,0.0,1,2657,买盘
09:34:24,26.53,-0.04,27,71655,卖盘
09:34:27,26.53,0.0,0,1061,买盘
