成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:01,3.65,0.0,72451,26444615,卖盘
09:30:01,3.69,0.04,9578,3517041,买盘
09:30:04,3.71,0.02,11366,4189603,买盘
09:30:07,3.72,0.01,17025,6300740,买盘
09:30:10,3.75,0.03,17493,6465358,买盘
09:30:13,3.74,-0.01,16038,5957634,卖盘
09:30:16,3.72,-0.02,11449,4261332,卖盘
09:30:19,3.7,-0.02,24134,9036673,卖盘
09:30:22,3.71,0.01,19486,7233122,中性盘
09:30:25,3.71,0.0,20825,7715642,买盘
09:30:28,3.68,-0.03,22534,8340658,卖盘
09:30:31,3.68,0.0,23219,8605137,卖盘
09:30:34,3.68,0.0,14775,5460073,卖盘
09:30:37,3.71,0.03,14786,5463119,买盘
09:30:40,3.74,0.03,19146,7114307,买盘
09:30:43,3.74,0.0,20013,7455977,买盘
09:30:46,3.75,0.01,16486,6171161,买盘
09:30:49,3.75,0.0,9562,3579596,买盘
09:30:52,3.77,0.02,7709,2904464,买盘
09:30:55,3.79,0.02,15166,5703250,买盘
09:30:58,3.79,0.0,11431,4332816,买盘
09:31:01,3.8,0.01,15755,5977298,买盘
09:31:04,3.8,0.0,18878,7159751,买盘
09:31:07,3.78,-0.02,10739,4063461,卖盘
09:31:10,3.74,-0.04,13708,5172285,卖盘
09:31:13,3.73,-0.01,13578,5087786,卖盘
09:31:16,3.7,-0.03,8687,3236102,卖盘
09:31:19,3.67,-0.03,11458,4235222,卖盘
09:31:22,3.7,0.03,11428,4228246,买盘
09:31:25,3.73,0.03,11852,4385490,买盘
09:31:28,3.76,0.03,11010,4109874,买盘
09:31:31,3.75,-0.01,8961,3370222,卖盘
09:31:34,3.76,0.01,4749,1784578,买盘
09:31:37,3.75,-0.01,5233,1963432,卖盘
09:31:40,3.74,-0.01,6800,2550238,卖盘
09:31:43,3.72,-0.02,9819,3668553,卖盘
09:31:46,3.72,0.0,9029,3358878,卖盘
09:31:49,3.72,0.0,4154,1541454,买盘
09:31:52,3.72,0.0,8690,3228999,买盘
09:31:55,3.73,0.01,9028,3364425,买盘
09:31:58,3.73,0.0,10408,3882241,卖盘
09:32:01,3.74,0.01,5757,2151247,买盘
09:32:04,3.75,0.01,10177,3808364,买盘
09:32:07,3.75,0.0,3494,1311033,买盘
09:32:10,3.76,0.01,3767,1415135,买盘
09:32:13,3.8,0.04,24469,9268527,买盘
09:32:16,3.8,0.0,13122,4985661,买盘
09:32:19,3.81,0.01,7919,3014197,买盘
09:32:22,3.89,0.08,148775,57675865,买盘
09:32:25,3.89,0.0,6881,2676709,卖盘
09:32:28,3.89,0.0,5680,2209520,卖盘
09:32:31,3.89,0.0,9050,3520450,卖盘
09:32:34,3.89,0.0,9305,3619645,卖盘
09:32:37,3.89,0.0,16270,6329030,卖盘
09:32:40,3.89,0.0,6361,2474429,卖盘
09:32:43,3.89,0.0,8017,3118613,卖盘
09:32:46,3.89,0.0,21077,8198953,卖盘
09:32:49,3.89,0.0,6075,2363175,卖盘
09:32:52,3.89,0.0,7034,2736226,卖盘
09:32:55,3.89,0.0,6705,2608245,卖盘
09:32:58,3.89,0.0,7209,2804301,卖盘
09:33:01,3.89,0.0,4149,1613961,卖盘
09:33:04,3.89,0.0,4533,1763337,卖盘
09:33:07,3.89,0.0,2406,935934,卖盘
09:33:10,3.89,0.0,2547,990783,卖盘
09:33:13,3.89,0.0,4244,1650916,卖盘
09:33:16,3.89,0.0,2967,1154163,卖盘
09:33:19,3.89,0.0,2787,1084143,卖盘
09:33:22,3.89,0.0,1803,701367,卖盘
09:33:25,3.89,0.0,2131,828959,卖盘
09:33:28,3.89,0.0,1435,558180,卖盘
09:33:31,3.89,0.0,1710,665190,卖盘
09:33:34,3.89,0.0,1749,680361,卖盘
09:33:37,3.89,0.0,1297,504533,卖盘
09:33:40,3.89,0.0,6604,2568956,卖盘
09:33:43,3.89,0.0,3121,1214069,卖盘
09:33:46,3.89,0.0,3051,1186839,卖盘
09:33:49,3.89,0.0,1512,588168,卖盘
09:33:52,3.89,0.0,2068,804452,卖盘
09:33:55,3.89,0.0,736,286304,卖盘
09:33:58,3.89,0.0,2007,780723,卖盘
09:34:01,3.89,0.0,4661,1813129,卖盘
09:34:04,3.89,0.0,1649,641461,卖盘
09:34:07,3.89,0.0,3145,1223405,卖盘
09:34:10,3.89,0.0,1132,440348,卖盘
09:34:13,3.89,0.0,548,213172,卖盘
09:34:16,3.89,0.0,1053,409617,卖盘
09:34:19,3.89,0.0,1303,506867,卖盘
09:34:22,3.89,0.0,1044,406116,卖盘
09:34:25,3.89,0.0,977,380053,卖盘
09:34:28,3.89,0.0,1221,474969,卖盘
09:34:31,3.89,0.0,904,351656,卖盘
09:34:34,3.89,0.0,277,107753,卖盘
09:34:37,3.89,0.0,1289,501421,卖盘
09:34:40,3.89,0.0,429,166881,卖盘
09:34:43,3.89,0.0,859,334151,卖盘
09:34:46,3.89,0.0,853,331817,卖盘
09:34:49,3.89,0.0,1194,464466,卖盘
09:34:52,3.89,0.0,1485,577665,卖盘
09:34:55,3.89,0.0,1491,579999,卖盘
09:34:58,3.89,0.0,281,109309,卖盘
09:35:01,3.89,0.0,1238,481582,卖盘
09:35:04,3.89,0.0,724,281636,卖盘
09:35:07,3.89,0.0,1178,458242,卖盘
09:35:10,3.89,0.0,753,292917,卖盘
09:35:13,3.89,0.0,415,161435,卖盘
09:35:16,3.89,0.0,412,160268,卖盘
09:35:19,3.89,0.0,546,212394,卖盘
09:35:22,3.89,0.0,478,185942,卖盘
09:35:25,3.89,0.0,245,95305,卖盘
09:35:28,3.89,0.0,603,234567,卖盘
09:35:31,3.89,0.0,742,288638,卖盘
09:35:34,3.89,0.0,1608,625512,卖盘
09:35:37,3.89,0.0,302,117478,卖盘
09:35:40,3.89,0.0,373,145097,卖盘
09:35:43,3.89,0.0,1005,390945,卖盘
09:35:46,3.89,0.0,569,221341,卖盘
09:35:49,3.89,0.0,332,129148,卖盘
09:35:52,3.89,0.0,613,238321,卖盘
09:35:55,3.89,0.0,929,361381,卖盘
09:35:58,3.89,0.0,330,128370,卖盘
09:36:01,3.89,0.0,606,235734,卖盘
09:36:04,3.89,0.0,393,152877,卖盘
09:36:07,3.89,0.0,1088,423232,卖盘
09:36:10,3.89,0.0,2271,883419,卖盘
09:36:13,3.89,0.0,692,269188,卖盘
09:36:16,3.89,0.0,295,114755,卖盘
09:36:19,3.89,0.0,573,222897,卖盘
09:36:22,3.89,0.0,516,200724,卖盘
09:36:25,3.89,0.0,376,146264,卖盘
09:36:28,3.89,0.0,592,230288,卖盘
09:36:31,3.89,0.0,1804,701756,卖盘
09:36:34,3.89,0.0,1568,609952,卖盘
09:36:37,3.89,0.0,1084,421676,卖盘
09:36:40,3.89,0.0,982,381998,卖盘
09:36:43,3.89,0.0,1585,616565,卖盘
09:36:46,3.89,0.0,263,102307,卖盘
09:36:49,3.89,0.0,825,320925,卖盘
09:36:52,3.89,0.0,931,362159,卖盘
09:36:55,3.89,0.0,380,147820,卖盘
09:36:58,3.89,0.0,1658,644962,卖盘
09:37:01,3.89,0.0,3114,1211346,卖盘
09:37:04,3.89,0.0,4105,1596845,卖盘
09:37:07,3.89,0.0,5452,2120828,卖盘
09:37:10,3.89,0.0,2092,813788,卖盘
09:37:13,3.89,0.0,1582,615398,卖盘
09:37:16,3.89,0.0,1957,761273,卖盘
09:37:19,3.89,0.0,1585,616565,卖盘
09:37:22,3.89,0.0,1895,737155,卖盘
09:37:25,3.89,0.0,892,346988,卖盘
09:37:28,3.89,0.0,1848,718872,卖盘
09:37:31,3.89,0.0,3419,1329991,卖盘
09:37:34,3.89,0.0,521,202669,卖盘
09:37:37,3.89,0.0,5309,2065201,卖盘
09:37:40,3.89,0.0,1351,525539,卖盘
09:37:43,3.89,0.0,1693,658577,卖盘
09:37:46,3.89,0.0,1440,560160,卖盘
09:37:49,3.89,0.0,2819,1096591,卖盘
09:37:52,3.89,0.0,1363,530207,卖盘
09:37:55,3.89,0.0,2889,1123821,卖盘
09:37:58,3.89,0.0,537,208893,卖盘
09:38:01,3.89,0.0,1028,399892,卖盘
09:38:04,3.89,0.0,5504,2141056,卖盘
09:38:07,3.89,0.0,1714,666746,卖盘
09:38:10,3.89,0.0,2341,910649,卖盘
09:38:13,3.89,0.0,22604,8792956,卖盘
09:38:16,3.89,0.0,52225,20315493,卖盘
09:38:19,3.89,0.0,43446,16900494,卖盘
09:38:22,3.89,0.0,50396,19603858,卖盘
09:38:25,3.89,0.0,60773,23640697,卖盘
09:38:28,3.87,-0.02,61645,23972224,卖盘
09:38:31,3.82,-0.05,7021,2679860,卖盘
09:38:34,3.82,0.0,6001,2283275,买盘
09:38:37,3.82,0.0,15803,6019385,买盘
09:38:40,3.83,0.01,6531,2500586,买盘
09:38:43,3.82,-0.01,24816,9529059,卖盘
09:38:46,3.85,0.03,7620,2922285,买盘
09:38:49,3.85,0.0,10669,4087576,买盘
09:38:52,3.87,0.02,24862,9635631,买盘
09:38:55,3.89,0.02,46573,18113397,买盘
09:38:58,3.89,0.0,6632,2579848,卖盘
09:39:01,3.89,0.0,5946,2312994,卖盘
09:39:04,3.89,0.0,6859,2668151,卖盘
09:39:07,3.89,0.0,10209,3971301,卖盘
09:39:10,3.89,0.0,23563,9166007,卖盘
09:39:13,3.89,0.0,86251,33551693,卖盘
09:39:16,3.87,-0.02,38080,14808831,卖盘
09:39:19,3.88,0.01,14294,5512570,中性盘
09:39:22,3.85,-0.03,4133,1599752,卖盘
09:39:25,3.84,-0.01,5831,2244907,中性盘
09:39:28,3.85,0.01,10808,4169170,中性盘
09:39:31,3.85,0.0,6755,2605644,卖盘
09:39:34,3.85,0.0,5112,1974809,卖盘
09:39:37,3.85,0.0,6083,2340790,买盘
09:39:40,3.84,-0.01,14621,5627208,卖盘
09:39:43,3.83,-0.01,7489,2875629,卖盘
09:39:46,3.84,0.01,10258,3941102,买盘
09:39:49,3.87,0.03,11479,4409179,买盘
09:39:52,3.89,0.02,19354,7489012,买盘
09:39:55,3.89,0.0,36842,14323216,买盘
09:39:58,3.89,0.0,39687,15433009,买盘
09:40:01,3.89,0.0,36042,14019376,买盘
09:40:04,3.89,0.0,12410,4827490,卖盘
09:40:07,3.89,0.0,6370,2477930,卖盘
09:40:10,3.89,0.0,7020,2730780,卖盘
09:40:13,3.89,0.0,6103,2373962,卖盘
09:40:16,3.89,0.0,3256,1266584,卖盘
09:40:19,3.89,0.0,7545,2935005,卖盘
09:40:22,3.89,0.0,3018,1174002,卖盘
09:40:25,3.89,0.0,2641,1027349,卖盘
09:40:28,3.89,0.0,3579,1392231,卖盘
09:40:31,3.89,0.0,2305,896598,卖盘
09:40:34,3.89,0.0,5469,2127441,卖盘
09:40:37,3.89,0.0,10379,4037431,卖盘
09:40:40,3.89,0.0,10726,4172317,卖盘
09:40:43,3.89,0.0,26019,10121391,卖盘
09:40:46,3.89,0.0,34572,13448508,卖盘
09:40:49,3.89,0.0,21164,8232796,卖盘
09:40:52,3.89,0.0,9314,3620905,卖盘
09:40:55,3.88,-0.01,2634,1024068,卖盘
09:40:58,3.87,-0.01,1567,607897,卖盘
09:41:01,3.87,0.0,3811,1477771,卖盘
09:41:04,3.88,0.01,8269,3209313,买盘
09:41:07,3.89,0.01,7377,2864076,买盘
09:41:10,3.89,0.0,39801,15478841,买盘
09:41:13,3.89,0.0,8336,3242704,卖盘
09:41:16,3.89,0.0,5446,2118498,卖盘
09:41:19,3.89,0.0,5088,1979232,卖盘
09:41:22,3.89,0.0,3299,1283311,卖盘
09:41:25,3.89,0.0,1744,678416,卖盘
09:41:28,3.89,0.0,4165,1620185,卖盘
09:41:31,3.89,0.0,2114,822151,卖盘
09:41:34,3.89,0.0,1707,664023,卖盘
09:41:37,3.89,0.0,1021,397169,卖盘
