成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:01,11.16,0.01,17597,19638252,买盘
09:30:01,11.33,0.17,15355,17368886,买盘
09:30:04,11.33,0.0,8487,9614938,卖盘
09:30:07,11.33,0.0,9109,10320497,卖盘
09:30:10,11.33,0.0,6522,7389426,卖盘
09:30:13,11.33,0.0,7802,8839666,卖盘
09:30:16,11.33,0.0,6482,7344106,卖盘
09:30:19,11.33,0.0,8892,10074070,卖盘
09:30:22,11.33,0.0,7266,8232378,卖盘
09:30:25,11.33,0.0,6856,7767848,卖盘
09:30:28,11.33,0.0,3933,4456089,卖盘
09:30:31,11.33,0.0,3083,3493039,卖盘
09:30:34,11.33,0.0,2655,3008115,卖盘
09:30:37,11.33,0.0,2144,2429152,卖盘
09:30:40,11.33,0.0,2220,2515260,卖盘
09:30:43,11.33,0.0,633,717189,卖盘
09:30:46,11.33,0.0,1811,2051863,卖盘
09:30:49,11.33,0.0,556,629948,卖盘
09:30:52,11.33,0.0,647,733051,卖盘
09:30:55,11.33,0.0,854,967582,卖盘
09:30:58,11.33,0.0,655,742115,卖盘
09:31:01,11.33,0.0,265,300245,卖盘
09:31:04,11.33,0.0,220,249260,卖盘
09:31:07,11.33,0.0,282,319506,卖盘
09:31:10,11.33,0.0,432,489456,卖盘
09:31:13,11.33,0.0,398,450934,卖盘
09:31:16,11.33,0.0,336,380688,卖盘
09:31:19,11.33,0.0,571,646943,卖盘
09:31:22,11.33,0.0,723,819159,卖盘
09:31:25,11.33,0.0,1456,1649648,卖盘
09:31:28,11.33,0.0,1041,1179453,卖盘
09:31:31,11.33,0.0,313,354629,卖盘
09:31:34,11.33,0.0,154,174482,卖盘
09:31:37,11.33,0.0,189,214137,卖盘
09:31:40,11.33,0.0,59,66847,卖盘
09:31:43,11.33,0.0,83,94039,卖盘
09:31:46,11.33,0.0,368,416944,卖盘
09:31:49,11.33,0.0,737,835021,卖盘
09:31:52,11.33,0.0,50,56650,卖盘
09:31:55,11.33,0.0,289,327437,卖盘
09:31:58,11.33,0.0,96,108768,卖盘
09:32:01,11.33,0.0,263,297979,卖盘
09:32:04,11.33,0.0,78,88374,卖盘
09:32:07,11.33,0.0,6214,7040462,卖盘
09:32:10,11.33,0.0,170,192610,卖盘
09:32:13,11.33,0.0,136,154088,卖盘
09:32:16,11.33,0.0,37,41921,卖盘
09:32:19,11.33,0.0,246,278718,卖盘
09:32:22,11.33,0.0,656,743248,卖盘
09:32:25,11.33,0.0,211,239063,卖盘
09:32:28,11.33,0.0,86,97438,卖盘
09:32:31,11.33,0.0,194,219802,卖盘
09:32:34,11.33,0.0,120,135960,卖盘
09:32:37,11.33,0.0,424,480392,卖盘
09:32:40,11.33,0.0,90,101970,卖盘
09:32:43,11.33,0.0,190,215270,卖盘
09:32:46,11.33,0.0,312,353496,卖盘
09:32:49,11.33,0.0,74,83842,卖盘
09:32:52,11.33,0.0,208,235664,卖盘
