成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:01,22.06,-0.01,1762,3886972,卖盘
09:30:01,22.04,-0.02,42,92653,中性盘
09:30:04,22.2,0.16,211,467393,买盘
09:30:07,22.07,-0.13,312,689407,卖盘
09:30:10,22.23,0.16,309,683531,买盘
09:30:13,22.1,-0.13,177,392253,中性盘
09:30:16,22.09,-0.01,102,225640,卖盘
09:30:19,22.22,0.13,80,177813,买盘
09:30:22,22.22,0.0,248,550242,卖盘
09:30:25,22.25,0.03,311,691708,买盘
09:30:28,22.28,0.03,304,676716,买盘
09:30:31,22.29,0.01,189,420964,买盘
09:30:34,22.3,0.01,262,583813,买盘
09:30:37,22.32,0.02,113,252132,买盘
09:30:40,22.33,0.01,165,368377,买盘
09:30:43,22.35,0.02,36,80455,中性盘
09:30:46,22.41,0.06,211,471761,买盘
09:30:49,22.49,0.08,198,444237,买盘
09:30:52,22.48,-0.01,120,269731,卖盘
09:30:55,22.4,-0.08,254,570206,卖盘
09:30:58,22.48,0.08,183,410450,买盘
09:31:01,22.36,-0.12,212,475114,卖盘
09:31:04,22.36,0.0,205,458829,卖盘
09:31:07,22.36,0.0,447,998433,买盘
09:31:10,22.36,0.0,251,561857,卖盘
09:31:13,22.4,0.04,296,661860,买盘
09:31:16,22.27,-0.13,489,1091643,卖盘
09:31:19,22.38,0.11,500,1115379,买盘
09:31:22,22.34,-0.04,64,142912,卖盘
09:31:25,22.29,-0.05,117,260815,卖盘
09:31:28,22.3,0.01,146,325866,买盘
09:31:31,22.36,0.06,625,1396621,买盘
09:31:34,22.36,0.0,464,1037622,卖盘
09:31:37,22.36,0.0,262,585977,卖盘
09:31:40,22.35,-0.01,102,228054,卖盘
09:31:43,22.33,-0.02,151,337362,卖盘
09:31:46,22.3,-0.03,570,1276397,卖盘
09:31:49,22.45,0.15,321,717987,买盘
09:31:52,22.44,-0.01,530,1189890,卖盘
09:31:55,22.41,-0.03,41,91914,中性盘
09:31:58,22.4,-0.01,78,174771,买盘
09:32:01,22.44,0.04,155,347871,卖盘
09:32:04,22.39,-0.05,485,1085517,卖盘
09:32:07,22.36,-0.03,202,452023,卖盘
09:32:10,22.34,-0.02,659,1470610,卖盘
09:32:13,22.35,0.01,120,267848,买盘
09:32:16,22.35,0.0,78,174184,买盘
09:32:19,22.31,-0.04,334,745588,卖盘
09:32:22,22.3,-0.01,228,508764,卖盘
09:32:25,22.28,-0.02,128,285205,卖盘
09:32:28,22.38,0.1,456,1018418,买盘
09:32:31,22.41,0.03,183,409828,买盘
09:32:34,22.38,-0.03,303,679474,卖盘
09:32:37,22.39,0.01,74,165828,卖盘
09:32:40,22.41,0.02,277,621631,买盘
09:32:43,22.41,0.0,70,156866,买盘
09:32:46,22.47,0.06,1050,2349775,买盘
09:32:49,22.48,0.01,162,363440,买盘
09:32:52,22.5,0.02,124,278895,买盘
09:32:55,22.53,0.03,254,571581,买盘
09:32:58,22.53,0.0,235,529756,卖盘
09:33:01,22.52,-0.01,254,572585,卖盘
09:33:04,22.56,0.04,390,879526,买盘
09:33:07,22.57,0.01,475,1072025,买盘
09:33:10,22.56,-0.01,444,1002115,卖盘
09:33:13,22.57,0.01,881,1992855,买盘
09:33:16,22.61,0.04,92,207879,中性盘
09:33:19,22.68,0.07,107,242318,中性盘
09:33:22,22.69,0.01,385,873011,买盘
09:33:25,22.66,-0.03,256,580259,卖盘
09:33:28,22.65,-0.01,145,328658,买盘
09:33:31,22.66,0.01,393,891330,买盘
09:33:34,22.68,0.02,60,136073,买盘
09:33:37,22.69,0.01,138,312986,买盘
09:33:40,22.7,0.01,120,272241,买盘
09:33:43,22.74,0.04,276,627211,买盘
09:33:46,22.74,0.0,197,448340,卖盘
09:33:49,22.75,0.01,74,168490,中性盘
09:33:52,22.85,0.1,213,485778,买盘
09:33:55,22.88,0.03,524,1193333,买盘
09:33:58,22.88,0.0,97,221911,买盘
09:34:01,22.92,0.04,482,1103031,买盘
09:34:04,23.0,0.08,1136,2605879,买盘
09:34:07,23.02,0.02,248,570434,买盘
09:34:10,23.05,0.03,90,207365,买盘
09:34:13,23.13,0.08,301,694382,买盘
09:34:16,23.02,-0.11,710,1636693,卖盘
09:34:19,22.94,-0.08,617,1422814,卖盘
09:34:22,23.0,0.06,473,1089192,买盘
09:34:25,22.94,-0.06,565,1299890,卖盘
09:34:28,22.97,0.03,282,647336,买盘
09:34:31,23.0,0.03,551,1265939,买盘
09:34:34,23.03,0.03,341,786112,买盘
09:34:37,23.03,0.0,582,1341564,卖盘
09:34:40,23.13,0.1,322,743700,买盘
09:34:43,23.17,0.04,161,372571,买盘
09:34:46,23.2,0.03,414,959635,买盘
09:34:49,23.05,-0.15,983,2274484,卖盘
09:34:52,23.2,0.15,1335,3095875,买盘
09:34:55,23.2,0.0,698,1619416,卖盘
09:34:58,23.2,0.0,406,941569,买盘
09:35:01,23.2,0.0,475,1101732,卖盘
09:35:04,23.18,-0.02,723,1676546,中性盘
09:35:07,23.1,-0.08,709,1642810,卖盘
09:35:10,23.18,0.08,227,524755,买盘
09:35:13,23.07,-0.11,247,570643,中性盘
09:35:16,23.06,-0.01,267,615476,卖盘
09:35:19,23.03,-0.03,80,184328,卖盘
09:35:22,23.03,0.0,206,474116,卖盘
09:35:25,22.99,-0.04,200,460086,卖盘
09:35:28,22.94,-0.05,213,488765,卖盘
09:35:31,22.92,-0.02,97,222479,卖盘
09:35:34,22.86,-0.06,63,144252,卖盘
09:35:37,22.86,0.0,86,196906,卖盘
09:35:40,22.81,-0.05,23,52552,卖盘
09:35:43,22.81,0.0,405,925058,卖盘
09:35:46,22.86,0.05,70,159787,中性盘
09:35:49,22.81,-0.05,99,225894,卖盘
09:35:52,22.86,0.05,184,420989,买盘
09:35:55,22.9,0.04,58,132791,中性盘
09:35:58,22.98,0.08,217,498418,买盘
09:36:01,23.0,0.02,437,1002449,买盘
09:36:04,23.0,0.0,258,593481,卖盘
09:36:07,23.03,0.03,626,1440144,买盘
09:36:10,23.03,0.0,213,490914,买盘
09:36:13,23.1,0.07,215,496037,买盘
09:36:16,23.22,0.12,1112,2577523,买盘
09:36:19,23.28,0.06,393,913664,买盘
09:36:22,23.42,0.14,1293,3018773,买盘
09:36:25,23.45,0.03,204,477286,买盘
09:36:28,23.43,-0.02,235,549631,买盘
09:36:31,23.43,0.0,642,1498892,卖盘
09:36:34,23.33,-0.1,695,1621323,中性盘
09:36:37,23.39,0.06,1417,3301322,买盘
09:36:40,23.21,-0.18,523,1224345,中性盘
09:36:43,23.33,0.12,172,401481,卖盘
09:36:46,23.4,0.07,912,2134021,买盘
09:36:49,23.44,0.04,291,681403,买盘
09:36:52,23.45,0.01,161,377670,买盘
09:36:55,23.5,0.05,359,842773,买盘
09:36:58,23.52,0.02,705,1657746,买盘
09:37:01,23.53,0.01,189,444842,买盘
09:37:04,23.54,0.01,185,435616,卖盘
09:37:07,23.5,-0.04,1473,3462577,卖盘
09:37:10,23.45,-0.05,869,2044630,中性盘
09:37:13,23.43,-0.02,510,1197888,卖盘
09:37:16,23.33,-0.1,415,973650,卖盘
09:37:19,23.3,-0.03,943,2199063,卖盘
09:37:22,23.42,0.12,460,1075545,买盘
09:37:25,23.48,0.06,923,2154122,买盘
09:37:28,23.48,0.0,380,892751,卖盘
09:37:31,23.4,-0.08,292,685608,卖盘
09:37:34,23.45,0.05,173,405429,买盘
09:37:37,23.44,-0.01,316,740238,中性盘
09:37:40,23.4,-0.04,151,353652,卖盘
09:37:43,23.39,-0.01,322,753425,卖盘
09:37:46,23.38,-0.01,248,580333,卖盘
09:37:49,23.39,0.01,107,249918,买盘
09:37:52,23.34,-0.05,40,93406,卖盘
09:37:55,23.34,0.0,191,446214,卖盘
09:37:58,23.33,-0.01,173,403715,卖盘
09:38:01,23.33,0.0,788,1840355,买盘
09:38:04,23.46,0.13,1510,3537331,买盘
09:38:07,23.49,0.03,154,361684,买盘
09:38:10,23.54,0.05,550,1294268,买盘
09:38:13,23.56,0.02,142,334279,买盘
09:38:16,23.58,0.02,236,556281,买盘
09:38:19,23.56,-0.02,362,852905,卖盘
09:38:22,23.55,-0.01,522,1229085,中性盘
09:38:25,23.56,0.01,691,1627611,买盘
09:38:28,23.55,-0.01,349,821717,买盘
09:38:31,23.55,0.0,1560,3677652,卖盘
09:38:34,23.55,0.0,391,921393,买盘
09:38:37,23.6,0.05,1312,3093225,买盘
09:38:40,23.65,0.05,398,939921,买盘
09:38:43,23.66,0.01,167,395054,买盘
09:38:46,23.69,0.03,508,1203061,买盘
09:38:49,23.7,0.01,473,1120979,买盘
09:38:52,23.75,0.05,264,626527,买盘
09:38:55,23.89,0.14,366,871224,买盘
09:38:58,23.84,-0.05,270,643247,卖盘
09:39:01,23.9,0.06,672,1602446,买盘
09:39:04,23.93,0.03,478,1145816,买盘
09:39:07,23.93,0.0,346,829513,卖盘
09:39:10,23.96,0.03,491,1177438,卖盘
09:39:13,24.06,0.1,855,2051736,买盘
09:39:16,24.09,0.03,764,1839180,买盘
09:39:19,24.1,0.01,426,1024901,买盘
09:39:22,24.18,0.08,432,1043001,买盘
09:39:25,24.05,-0.13,1259,3035248,卖盘
09:39:28,24.09,0.04,1319,3167457,买盘
09:39:31,24.18,0.09,466,1123542,买盘
09:39:34,24.22,0.04,481,1160855,买盘
09:39:37,24.26,0.04,699,1690613,买盘
09:39:40,24.22,-0.04,1221,2961122,卖盘
09:39:43,24.29,0.07,516,1251670,买盘
09:39:46,24.3,0.01,600,1458209,买盘
09:39:49,24.38,0.08,562,1367404,买盘
09:39:52,24.47,0.09,2484,6073046,买盘
09:39:55,24.48,0.01,4313,10560255,买盘
09:39:58,24.49,0.01,2425,5937838,买盘
09:40:01,24.49,0.0,1215,2975535,卖盘
09:40:04,24.49,0.0,3788,9276004,卖盘
09:40:07,24.49,0.0,1039,2544535,卖盘
09:40:10,24.49,0.0,2116,5182084,卖盘
09:40:13,24.49,0.0,2753,6742097,卖盘
09:40:16,24.49,0.0,1984,4858816,卖盘
09:40:19,24.49,0.0,1643,4023707,卖盘
09:40:22,24.49,0.0,1576,3859624,卖盘
09:40:25,24.47,-0.02,2443,5982442,卖盘
09:40:28,24.09,-0.38,1523,3704228,卖盘
09:40:31,24.2,0.11,269,649671,买盘
09:40:34,24.2,0.0,195,471459,买盘
09:40:37,24.04,-0.16,254,611970,卖盘
09:40:40,24.0,-0.04,430,1032826,卖盘
09:40:43,24.03,0.03,967,2324761,买盘
09:40:46,24.03,0.0,511,1228218,买盘
09:40:49,24.03,0.0,174,418176,买盘
09:40:52,24.03,0.0,780,1874922,卖盘
09:40:55,24.05,0.02,526,1265226,买盘
09:40:58,24.12,0.07,197,474689,买盘
09:41:01,24.11,-0.01,534,1287721,中性盘
09:41:04,24.13,0.02,593,1431004,买盘
09:41:07,24.12,-0.01,898,2166448,卖盘
09:41:10,23.96,-0.16,1843,4431281,卖盘
09:41:13,23.77,-0.19,1256,3000581,卖盘
09:41:16,23.74,-0.03,244,579138,卖盘
09:41:19,23.73,-0.01,160,379460,中性盘
09:41:22,23.67,-0.06,272,644517,卖盘
09:41:25,23.67,0.0,435,1030866,买盘
09:41:28,23.69,0.02,306,724604,买盘
09:41:31,23.8,0.11,1011,2401297,买盘
09:41:34,23.88,0.08,910,2167350,买盘
09:41:37,23.88,0.0,355,847673,买盘
09:41:40,23.88,0.0,767,1830361,买盘
09:41:43,23.84,-0.04,561,1338860,卖盘
09:41:46,23.83,-0.01,781,1861621,卖盘
09:41:49,23.83,0.0,206,491276,卖盘
09:41:52,23.83,0.0,430,1025650,中性盘
09:41:55,23.83,0.0,744,1771158,买盘
09:41:58,23.91,0.08,1104,2632245,买盘
09:42:01,23.91,0.0,90,215123,买盘
