成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:03,18.77,0.0,18845,35372065,卖盘
09:30:00,18.77,0.0,25,46925,卖盘
09:30:03,18.77,0.0,442,829634,卖盘
09:30:06,18.77,0.0,628,1178756,卖盘
09:30:09,18.77,0.0,587,1101799,卖盘
09:30:12,18.77,0.0,536,1006072,卖盘
09:30:15,18.77,0.0,363,681351,卖盘
09:30:18,18.77,0.0,215,403555,卖盘
09:30:21,18.77,0.0,367,688859,卖盘
09:30:24,18.77,0.0,251,471127,卖盘
09:30:27,18.77,0.0,63,118063,卖盘
09:30:30,18.77,0.0,394,739538,卖盘
09:30:33,18.77,0.0,545,1022965,卖盘
09:30:36,18.77,0.0,45,84465,卖盘
09:30:39,18.77,0.0,195,366015,卖盘
09:30:42,18.77,0.0,207,388539,卖盘
09:30:45,18.77,0.0,186,349122,卖盘
09:30:48,18.77,0.0,32,60064,卖盘
09:30:57,18.77,0.0,24,45048,卖盘
09:31:00,18.77,0.0,501,940377,卖盘
09:31:06,18.77,0.0,14,26278,卖盘
09:31:09,18.77,0.0,4,7508,卖盘
09:31:12,18.77,0.0,4,7508,卖盘
09:31:21,18.77,0.0,14,26278,卖盘
09:31:24,18.77,0.0,1,1877,卖盘
09:31:36,18.77,0.0,1,1877,卖盘
09:31:39,18.77,0.0,1,1877,卖盘
09:31:42,18.77,0.0,16,30032,卖盘
09:31:45,18.77,0.0,1,1877,卖盘
09:31:48,18.77,0.0,1,1877,卖盘
09:32:15,18.77,0.0,5,9385,卖盘
09:32:21,18.77,0.0,1,1877,卖盘
09:32:30,18.77,0.0,10,18770,卖盘
09:32:42,18.77,0.0,10,18770,卖盘
09:32:45,18.77,0.0,100,187700,卖盘
09:32:54,18.77,0.0,10,18770,卖盘
09:33:03,18.77,0.0,5,9385,卖盘
09:33:06,18.77,0.0,10,18770,卖盘
09:33:24,18.77,0.0,4,7508,卖盘
09:33:36,18.77,0.0,3,5631,卖盘
09:33:48,18.77,0.0,1,1877,卖盘
09:34:15,18.77,0.0,1,1877,卖盘
09:34:42,18.77,0.0,6,11262,卖盘
09:34:45,18.77,0.0,2,3754,卖盘
09:34:57,18.77,0.0,2,3754,卖盘
09:35:12,18.77,0.0,4,7508,卖盘
09:35:18,18.77,0.0,5,9385,卖盘
09:35:24,18.77,0.0,1,1877,卖盘
09:35:33,18.77,0.0,6,11262,卖盘
09:35:36,18.77,0.0,10,18770,卖盘
09:35:39,18.77,0.0,20,37540,卖盘
09:35:42,18.77,0.0,5,9385,卖盘
09:35:48,18.77,0.0,12,22524,卖盘
09:36:00,18.77,0.0,9,16893,卖盘
09:36:36,18.77,0.0,98,183946,卖盘
09:36:51,18.77,0.0,8,15016,卖盘
09:36:54,18.77,0.0,51,95727,卖盘
09:37:06,18.77,0.0,47,88219,卖盘
09:37:12,18.77,0.0,50,93850,卖盘
09:37:33,18.77,0.0,6,11262,卖盘
09:37:36,18.77,0.0,1,1877,卖盘
09:38:00,18.77,0.0,3,5631,卖盘
09:38:09,18.77,0.0,558,1046766,卖盘
09:38:21,18.77,0.0,101,189577,卖盘
09:38:24,18.77,0.0,63,118251,卖盘
