成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:03,28.6,0.0,1103,3154580,卖盘
09:30:00,28.6,0.0,2,5720,卖盘
09:30:04,28.7,0.1,77,220802,买盘
09:30:06,28.71,0.01,103,295627,买盘
09:30:10,28.75,0.04,129,370804,买盘
09:30:12,28.71,-0.04,166,476797,卖盘
09:30:15,28.79,0.08,228,655161,买盘
09:30:18,28.8,0.01,123,353586,买盘
09:30:21,28.8,0.0,63,181493,卖盘
09:30:24,28.82,0.02,61,175714,中性盘
09:30:27,28.8,-0.02,163,469386,卖盘
09:30:30,28.82,0.02,71,204654,中性盘
09:30:33,28.78,-0.04,66,190175,卖盘
09:30:36,28.86,0.08,65,187512,买盘
09:30:39,28.82,-0.04,50,144288,卖盘
09:30:43,28.88,0.06,60,173169,买盘
09:30:45,28.86,-0.02,9,25993,卖盘
09:30:48,28.86,0.0,21,60745,卖盘
09:30:51,28.97,0.11,14,40488,买盘
09:30:54,28.87,-0.1,47,135953,卖盘
09:30:57,28.9,0.03,24,69325,买盘
09:31:00,28.9,0.0,26,75093,买盘
09:31:03,28.97,0.07,24,69401,买盘
09:31:06,28.97,0.0,38,109980,买盘
09:31:09,28.97,0.0,25,72383,买盘
09:31:12,28.99,0.02,128,370760,买盘
09:31:15,28.97,-0.02,69,199933,卖盘
09:31:18,28.96,-0.01,39,112776,买盘
09:31:21,28.9,-0.06,66,190796,卖盘
09:31:24,28.91,0.01,21,60742,中性盘
09:31:27,28.9,-0.01,68,196586,卖盘
09:31:30,28.9,0.0,51,147435,卖盘
09:31:33,28.9,0.0,334,965300,卖盘
09:31:36,28.87,-0.03,39,112619,卖盘
09:31:39,28.87,0.0,17,49079,卖盘
09:31:42,28.86,-0.01,28,80782,卖盘
09:31:45,28.82,-0.04,42,121044,卖盘
09:31:48,28.82,0.0,47,135466,卖盘
09:31:51,28.82,0.0,56,161437,卖盘
09:31:54,28.83,0.01,27,77849,中性盘
09:31:57,28.82,-0.01,53,152779,卖盘
09:32:00,28.86,0.04,94,271079,买盘
09:32:03,28.9,0.04,94,271440,买盘
09:32:06,28.87,-0.03,46,132905,卖盘
09:32:09,28.9,0.03,9,25989,中性盘
09:32:12,28.93,0.03,46,133003,买盘
09:32:15,28.94,0.01,24,69423,买盘
09:32:18,28.94,0.0,3,8684,卖盘
09:32:21,28.9,-0.04,135,390421,卖盘
09:32:24,28.99,0.09,73,211138,买盘
09:32:27,28.99,0.0,5,14491,买盘
09:32:33,29.0,0.01,62,179721,买盘
09:32:36,28.99,-0.01,109,316094,卖盘
09:32:39,29.0,0.01,36,104387,买盘
09:32:42,28.99,-0.01,20,57977,买盘
09:32:45,29.0,0.01,21,60882,买盘
09:32:48,29.0,0.0,49,142075,买盘
09:32:51,28.99,-0.01,52,150779,中性盘
09:32:54,29.0,0.01,41,118896,买盘
09:32:57,28.98,-0.02,104,301515,卖盘
09:33:00,29.0,0.02,56,162316,买盘
09:33:03,29.0,0.0,70,202930,买盘
09:33:06,29.0,0.0,45,130477,买盘
09:33:09,28.98,-0.02,47,136224,卖盘
09:33:12,28.96,-0.02,12,34776,卖盘
09:33:15,28.94,-0.02,124,358933,卖盘
09:33:18,28.89,-0.05,72,208125,卖盘
09:33:21,28.87,-0.02,18,51978,卖盘
09:33:24,28.86,-0.01,8,23094,卖盘
09:33:27,28.86,0.0,12,34606,买盘
09:33:30,28.83,-0.03,1,2883,中性盘
09:33:33,28.82,-0.01,27,77822,卖盘
09:33:36,28.82,0.0,35,100901,卖盘
09:33:39,28.83,0.01,27,77817,买盘
09:33:42,28.82,-0.01,135,389103,卖盘
09:33:45,28.82,0.0,32,92222,买盘
09:33:48,28.81,-0.01,10,28814,卖盘
09:33:51,28.82,0.01,54,155562,买盘
09:33:54,28.83,0.01,17,48983,卖盘
09:33:57,28.83,0.0,15,43232,中性盘
09:34:00,28.83,0.0,56,161526,买盘
09:34:03,28.83,0.0,19,54757,卖盘
09:34:06,28.8,-0.03,9,25934,卖盘
09:34:09,28.82,0.02,6,17296,中性盘
09:34:12,28.83,0.01,8,23064,买盘
09:34:15,28.8,-0.03,71,204653,卖盘
09:34:18,28.82,0.02,10,28826,中性盘
09:34:21,28.8,-0.02,39,112320,卖盘
09:34:24,28.8,0.0,40,115200,买盘
09:34:27,28.77,-0.03,40,115197,卖盘
09:34:30,28.77,0.0,5,14388,卖盘
09:34:33,28.86,0.09,259,746674,买盘
09:34:36,28.84,-0.02,76,218858,卖盘
09:34:39,28.77,-0.07,22,63366,卖盘
09:34:42,28.86,0.09,7,20190,买盘
09:34:45,28.81,-0.05,30,86455,卖盘
09:34:48,28.8,-0.01,41,118113,卖盘
09:34:51,28.81,0.01,30,86410,卖盘
09:34:54,28.78,-0.03,70,201663,卖盘
09:34:57,28.9,0.12,33,95149,买盘
09:35:00,28.81,-0.09,16,46097,卖盘
09:35:03,28.76,-0.05,68,195773,卖盘
09:35:06,28.75,-0.01,33,94879,卖盘
09:35:09,28.73,-0.02,10,28726,卖盘
09:35:12,28.72,-0.01,5,14364,卖盘
09:35:15,28.73,0.01,21,60323,买盘
09:35:18,28.72,-0.01,23,66073,卖盘
09:35:21,28.72,0.0,18,51709,卖盘
09:35:24,28.73,0.01,36,103452,中性盘
09:35:27,28.74,0.01,17,48838,买盘
09:35:30,28.72,-0.02,79,227086,卖盘
09:35:33,28.78,0.06,74,212542,买盘
09:35:36,28.73,-0.05,14,40247,卖盘
09:35:39,28.73,0.0,61,175259,卖盘
09:35:42,28.78,0.05,763,2195121,买盘
09:35:45,28.75,-0.03,21,60401,卖盘
09:35:48,28.78,0.03,12,34528,买盘
09:35:51,28.77,-0.01,6,17266,卖盘
09:35:54,28.78,0.01,53,152528,买盘
09:35:57,28.8,0.02,12,34540,买盘
09:36:00,28.81,0.01,7,20162,中性盘
09:36:03,28.89,0.08,34,98223,买盘
09:36:06,28.9,0.01,121,349531,买盘
09:36:09,28.88,-0.02,28,80896,卖盘
09:36:15,28.92,0.04,6,17355,卖盘
09:36:18,28.93,0.01,90,260767,卖盘
09:36:24,28.91,-0.02,74,213959,卖盘
09:36:27,28.93,0.02,130,375838,买盘
09:36:30,28.9,-0.03,69,199429,卖盘
09:36:33,28.86,-0.04,22,63528,卖盘
09:36:37,28.93,0.07,31,89680,买盘
09:36:39,28.93,0.0,30,86761,卖盘
09:36:42,28.92,-0.01,19,54918,卖盘
09:36:45,28.92,0.0,9,26020,买盘
09:36:48,28.92,0.0,25,72316,买盘
09:36:51,28.91,-0.01,3,8672,中性盘
09:36:54,28.92,0.01,7,20240,买盘
09:36:57,28.93,0.01,55,159028,买盘
09:37:00,28.92,-0.01,41,118611,中性盘
09:37:03,28.92,0.0,5,14461,卖盘
09:37:06,28.92,0.0,63,182077,买盘
09:37:09,28.85,-0.07,73,210771,卖盘
09:37:12,28.82,-0.03,23,66286,卖盘
09:37:15,28.88,0.06,18,51901,买盘
09:37:18,28.84,-0.04,67,193098,买盘
09:37:21,28.8,-0.04,116,334319,卖盘
09:37:24,28.81,0.01,2,5761,中性盘
09:37:27,28.8,-0.01,29,83562,卖盘
09:37:30,28.81,0.01,13,37446,买盘
09:37:33,28.8,-0.01,29,83543,卖盘
09:37:39,28.82,0.02,18,51860,中性盘
09:37:42,28.83,0.01,12,34580,买盘
09:37:45,28.81,-0.02,35,100841,卖盘
09:37:48,28.82,0.01,20,57659,中性盘
09:37:51,28.82,0.0,20,57651,卖盘
09:37:54,28.82,0.0,34,97988,卖盘
09:37:57,28.81,-0.01,10,28814,卖盘
09:38:00,28.88,0.07,12,34656,买盘
09:38:03,28.82,-0.06,6,17297,卖盘
09:38:06,28.83,0.01,28,80699,买盘
09:38:09,28.83,0.0,3,8649,卖盘
09:38:12,28.82,-0.01,60,172919,卖盘
09:38:15,28.82,0.0,5,14410,买盘
09:38:18,28.83,0.01,11,31707,买盘
09:38:21,28.82,-0.01,38,109570,卖盘
09:38:24,28.83,0.01,39,112467,卖盘
09:38:27,28.83,0.0,2,5766,卖盘
09:38:30,28.85,0.02,11,31715,中性盘
09:38:33,28.85,0.0,4,11538,卖盘
09:38:36,28.83,-0.02,89,256561,卖盘
09:38:39,28.82,-0.01,36,103757,卖盘
09:38:42,28.83,0.01,21,60538,买盘
09:38:45,28.82,-0.01,47,135459,卖盘
09:38:48,28.82,0.0,11,31703,卖盘
09:38:51,28.82,0.0,2,5765,卖盘
09:38:54,28.84,0.02,24,69172,买盘
09:38:57,28.83,-0.01,10,28822,买盘
09:39:00,28.82,-0.01,33,95118,卖盘
09:39:03,28.82,0.0,12,34589,卖盘
09:39:06,28.79,-0.03,327,942026,卖盘
09:39:09,28.78,-0.01,66,189947,卖盘
09:39:12,28.78,0.0,2,5756,买盘
09:39:15,28.78,0.0,36,103595,买盘
09:39:18,28.79,0.01,23,66190,买盘
09:39:21,28.78,-0.01,6,17266,卖盘
09:39:24,28.77,-0.01,23,66171,卖盘
09:39:27,28.76,-0.01,18,51774,卖盘
