成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:02,14.25,0.0,453,645525,卖盘
09:30:02,14.28,0.03,160,228480,买盘
09:30:05,14.35,0.07,168,240048,买盘
09:30:08,14.3,-0.05,47,67223,卖盘
09:30:11,14.3,0.0,3,4290,卖盘
09:30:14,14.31,0.01,12,17183,卖盘
09:30:17,14.3,-0.01,87,124863,卖盘
09:30:20,14.34,0.04,24,34372,买盘
09:30:26,14.34,0.0,48,68754,买盘
09:30:29,14.3,-0.04,19,27217,卖盘
09:30:32,14.35,0.05,98,140516,买盘
09:30:35,14.3,-0.05,308,441655,卖盘
09:30:38,14.36,0.06,95,136317,中性盘
09:30:41,14.36,0.0,110,158116,卖盘
09:30:44,14.4,0.04,484,695459,买盘
09:30:47,14.4,0.0,335,482500,卖盘
09:30:50,14.41,0.01,13,18749,中性盘
09:30:53,14.45,0.04,56,80806,买盘
09:30:56,14.5,0.05,164,236906,买盘
09:30:59,14.5,0.0,94,136252,买盘
09:31:02,14.5,0.0,63,91329,买盘
09:31:05,14.51,0.01,262,379765,买盘
09:31:08,14.53,0.02,55,79827,买盘
09:31:11,14.53,0.0,91,132149,买盘
09:31:14,14.54,0.01,87,126445,买盘
09:31:17,14.59,0.05,428,622648,买盘
09:31:20,14.56,-0.03,80,116408,中性盘
09:31:23,14.55,-0.01,148,215666,卖盘
09:31:26,14.59,0.04,169,246525,买盘
09:31:29,14.58,-0.01,189,275119,卖盘
09:31:32,14.58,0.0,185,269423,买盘
09:31:35,14.6,0.02,232,338471,买盘
09:31:38,14.6,0.0,66,96257,买盘
09:31:41,14.6,0.0,215,313871,买盘
09:31:44,14.6,0.0,219,319873,卖盘
09:31:47,14.65,0.05,377,552057,买盘
09:31:50,14.7,0.05,533,782752,买盘
09:31:53,14.75,0.05,352,518144,买盘
09:31:56,14.89,0.14,786,1166390,买盘
09:31:59,14.76,-0.13,810,1197357,卖盘
09:32:02,14.81,0.05,90,133697,中性盘
09:32:05,14.87,0.06,695,1034347,买盘
09:32:08,14.86,-0.01,172,255252,卖盘
09:32:11,14.81,-0.05,247,367670,卖盘
09:32:14,14.86,0.05,252,374339,买盘
09:32:17,14.81,-0.05,327,484684,卖盘
09:32:20,14.83,0.02,276,408730,中性盘
09:32:23,14.75,-0.08,180,266547,卖盘
09:32:26,14.76,0.01,173,256346,中性盘
09:32:29,14.75,-0.01,146,215699,卖盘
09:32:32,14.81,0.06,155,229382,买盘
09:32:35,14.83,0.02,762,1128025,买盘
09:32:38,14.83,0.0,180,266990,卖盘
09:32:41,14.84,0.01,215,318911,中性盘
09:32:44,14.8,-0.04,301,446335,卖盘
09:32:47,14.8,0.0,157,232599,卖盘
09:32:50,14.79,-0.01,319,471835,卖盘
09:32:53,14.78,-0.01,152,224596,卖盘
09:32:56,14.76,-0.02,158,233333,中性盘
09:32:59,14.77,0.01,56,82589,买盘
09:33:02,14.66,-0.11,253,372699,卖盘
09:33:05,14.74,0.08,181,266478,买盘
09:33:08,14.69,-0.05,282,414543,卖盘
09:33:11,14.7,0.01,19,27930,中性盘
09:33:14,14.69,-0.01,189,277911,卖盘
09:33:17,14.72,0.03,57,83670,买盘
09:33:20,14.7,-0.02,58,85260,买盘
09:33:23,14.66,-0.04,336,493633,卖盘
09:33:26,14.66,0.0,74,108479,卖盘
09:33:29,14.65,-0.01,39,57154,卖盘
09:33:32,14.63,-0.02,50,73207,卖盘
09:33:35,14.6,-0.03,124,181134,卖盘
09:33:38,14.65,0.05,181,264819,买盘
09:33:41,14.63,-0.02,33,48289,卖盘
09:33:44,14.65,0.02,201,294202,买盘
09:33:47,14.68,0.03,174,255267,买盘
09:33:50,14.65,-0.03,115,168503,卖盘
09:33:53,14.68,0.03,76,111538,买盘
09:33:56,14.65,-0.03,196,287451,卖盘
09:33:59,14.69,0.04,95,139346,买盘
09:34:02,14.64,-0.05,146,214268,卖盘
09:34:05,14.66,0.02,5,7330,中性盘
09:34:11,14.65,-0.01,43,62995,卖盘
09:34:14,14.64,-0.01,54,79102,卖盘
09:34:17,14.65,0.01,21,30757,买盘
09:34:20,14.64,-0.01,10,14628,中性盘
09:34:23,14.6,-0.04,123,179628,卖盘
09:34:26,14.57,-0.03,47,68531,卖盘
09:34:29,14.57,0.0,22,32063,卖盘
09:34:32,14.56,-0.01,17,24742,卖盘
09:34:35,14.56,0.0,25,36395,买盘
09:34:38,14.57,0.01,103,150013,买盘
09:34:41,14.58,0.01,165,240410,买盘
09:34:44,14.57,-0.01,44,64110,卖盘
09:34:47,14.57,0.0,141,205458,卖盘
09:34:50,14.57,0.0,13,18941,买盘
09:34:53,14.56,-0.01,5,7280,卖盘
09:34:56,14.56,0.0,37,53907,卖盘
09:34:59,14.56,0.0,22,32049,买盘
09:35:02,14.56,0.0,84,122258,买盘
09:35:05,14.5,-0.06,154,223733,卖盘
09:35:08,14.51,0.01,17,24667,买盘
09:35:11,14.56,0.05,195,283413,买盘
09:35:14,14.56,0.0,34,49336,买盘
09:35:17,14.51,-0.05,302,437361,卖盘
09:35:20,14.6,0.09,366,532602,买盘
09:35:23,14.54,-0.06,80,116317,中性盘
09:35:26,14.54,0.0,13,18902,买盘
09:35:29,14.52,-0.02,87,126293,卖盘
09:35:32,14.56,0.04,14,20384,买盘
09:35:35,14.56,0.0,155,225628,买盘
09:35:38,14.55,-0.01,56,81482,卖盘
09:35:41,14.55,0.0,3,4367,卖盘
09:35:44,14.57,0.02,28,40767,买盘
09:35:47,14.57,0.0,16,23312,买盘
09:35:50,14.58,0.01,45,65580,买盘
09:35:53,14.58,0.0,11,16036,买盘
09:35:56,14.58,0.0,6,8748,买盘
09:35:59,14.58,0.0,66,96228,买盘
09:36:02,14.6,0.02,239,348681,买盘
09:36:05,14.6,0.0,194,283459,卖盘
09:36:08,14.61,0.01,132,192848,中性盘
09:36:11,14.59,-0.02,63,91955,卖盘
09:36:14,14.6,0.01,64,93428,买盘
09:36:17,14.59,-0.01,22,32118,卖盘
09:36:20,14.59,0.0,66,96312,卖盘
09:36:23,14.57,-0.02,160,233284,卖盘
09:36:26,14.56,-0.01,2,2912,卖盘
09:36:29,14.6,0.04,20,29181,买盘
09:36:32,14.56,-0.04,49,71418,卖盘
09:36:35,14.59,0.03,81,118171,买盘
09:36:38,14.56,-0.03,4,5828,卖盘
09:36:41,14.59,0.03,69,100656,买盘
09:36:44,14.59,0.0,18,26251,买盘
09:36:47,14.59,0.0,10,14585,买盘
09:36:50,14.58,-0.01,17,24793,卖盘
09:36:53,14.59,0.01,25,36485,买盘
09:36:56,14.58,-0.01,77,112278,卖盘
09:36:59,14.59,0.01,84,122496,买盘
09:37:05,14.56,-0.03,29,42304,卖盘
09:37:08,14.56,0.0,224,326196,卖盘
09:37:11,14.56,0.0,20,29120,卖盘
09:37:14,14.55,-0.01,4,5820,卖盘
09:37:17,14.55,0.0,43,62565,卖盘
09:37:20,14.55,0.0,23,33465,买盘
09:37:23,14.57,0.02,82,119361,买盘
09:37:26,14.56,-0.01,7,10192,中性盘
09:37:29,14.59,0.03,10,14588,买盘
09:37:32,14.61,0.02,138,201323,买盘
09:37:35,14.6,-0.01,23,33597,卖盘
09:37:38,14.62,0.02,37,54094,买盘
09:37:41,14.6,-0.02,45,65726,卖盘
09:37:44,14.6,0.0,70,102200,买盘
09:37:47,14.6,0.0,30,43800,买盘
09:37:50,14.6,0.0,48,70080,买盘
09:37:53,14.6,0.0,26,37950,买盘
09:37:56,14.6,0.0,9,13140,买盘
09:37:59,14.6,0.0,5,7300,卖盘
09:38:02,14.6,0.0,182,265720,卖盘
09:38:05,14.58,-0.02,101,147437,卖盘
09:38:08,14.57,-0.01,386,562951,卖盘
09:38:11,14.57,0.0,65,94666,中性盘
09:38:14,14.55,-0.02,15,21838,卖盘
09:38:17,14.57,0.02,215,313280,买盘
09:38:20,14.58,0.01,164,239063,买盘
