成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:02,45.48,0.0,51,231948,卖盘
09:30:02,45.67,0.19,8,36482,买盘
09:30:05,45.8,0.13,34,154484,中性盘
09:30:08,45.55,-0.25,1,4555,中性盘
09:30:11,45.5,-0.05,20,91069,卖盘
09:30:14,45.76,0.26,17,77380,买盘
09:30:17,45.79,0.03,36,163787,买盘
09:30:20,45.62,-0.17,8,36417,中性盘
09:30:23,45.62,0.0,17,77500,买盘
09:30:26,45.57,-0.05,2,9119,中性盘
09:30:29,45.62,0.05,7,31931,买盘
09:30:32,45.62,0.0,16,72991,买盘
09:30:35,45.62,0.0,4,18235,买盘
09:30:38,45.62,0.0,10,45563,买盘
09:30:44,45.71,0.09,7,31981,买盘
09:30:47,45.75,0.04,46,210071,买盘
09:30:50,45.75,0.0,25,114410,卖盘
09:30:53,45.78,0.03,12,54940,卖盘
09:30:56,45.82,0.04,8,36647,买盘
09:30:59,45.8,-0.02,44,201611,卖盘
09:31:02,45.98,0.18,15,68844,买盘
09:31:05,46.0,0.02,14,64382,买盘
09:31:08,46.12,0.12,21,96612,中性盘
09:31:11,46.11,-0.01,18,83007,中性盘
09:31:14,46.11,0.0,12,55343,卖盘
09:31:17,46.0,-0.11,4,18400,卖盘
09:31:20,45.98,-0.02,156,715540,卖盘
09:31:23,45.97,-0.01,4,18371,中性盘
09:31:26,45.97,0.0,60,275691,买盘
09:31:29,45.95,-0.02,14,64206,中性盘
09:31:32,45.8,-0.15,19,87036,卖盘
09:31:35,45.81,0.01,23,105407,中性盘
09:31:38,45.81,0.0,16,73270,买盘
09:31:41,45.8,-0.01,15,68696,中性盘
09:31:44,45.81,0.01,14,64126,买盘
09:31:47,45.79,-0.02,17,77841,中性盘
09:31:50,45.79,0.0,30,137406,卖盘
09:31:53,45.8,0.01,12,54959,买盘
09:31:56,45.81,0.01,26,119120,买盘
09:31:59,45.81,0.0,3,13743,卖盘
09:32:02,45.81,0.0,58,265835,卖盘
09:32:05,45.83,0.02,43,196987,买盘
09:32:08,45.98,0.15,24,110324,买盘
09:32:11,45.9,-0.08,1,4590,中性盘
09:32:14,45.91,0.01,1,4591,买盘
09:32:23,45.88,-0.03,16,73421,中性盘
09:32:26,45.96,0.08,1,4596,中性盘
09:32:29,45.96,0.0,4,18369,买盘
