成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:03,3.98,0.0,379,150842,卖盘
09:30:03,4.01,0.03,111,44470,买盘
09:30:06,4.01,0.0,13,5213,卖盘
09:30:09,3.98,-0.03,181,72388,卖盘
09:30:12,3.99,0.01,9,3583,中性盘
09:30:15,3.99,0.0,61,24364,卖盘
09:30:18,4.0,0.01,23,9194,买盘
09:30:21,3.98,-0.02,143,57079,卖盘
09:30:24,3.99,0.01,20,7988,卖盘
09:30:27,3.99,0.0,1,399,卖盘
09:30:30,4.0,0.01,1135,453942,买盘
09:30:33,3.99,-0.01,345,137997,卖盘
09:30:36,3.99,0.0,11,4397,卖盘
09:30:39,4.0,0.01,7,2800,买盘
09:30:42,4.0,0.0,125,50056,卖盘
09:30:45,4.0,0.0,32,12770,买盘
09:30:48,4.0,0.0,14,5600,买盘
09:30:54,3.99,-0.01,63,25218,卖盘
09:30:57,4.01,0.02,2,802,中性盘
09:31:00,4.01,0.0,59,23713,卖盘
09:31:03,4.01,0.0,10,4019,卖盘
09:31:06,4.01,0.0,326,130929,卖盘
09:31:09,4.01,0.0,18,7215,买盘
09:31:12,4.0,-0.01,42,16800,卖盘
09:31:15,4.01,0.01,333,133531,买盘
09:31:18,4.01,0.0,72,28872,买盘
09:31:21,4.01,0.0,772,309572,买盘
09:31:24,4.01,0.0,132,52870,买盘
09:31:27,4.0,-0.01,27,10817,卖盘
09:31:30,4.01,0.01,50,20050,买盘
09:31:33,4.01,0.0,303,121503,买盘
09:31:36,4.01,0.0,514,205914,买盘
09:31:39,4.01,0.0,1650,661640,买盘
09:31:42,4.01,0.0,2813,1128013,买盘
09:31:45,4.03,0.02,320,128853,买盘
09:31:48,4.04,0.01,719,290476,买盘
09:31:51,4.04,0.0,4,1615,中性盘
09:31:54,4.05,0.01,215,87074,买盘
09:31:57,4.05,0.0,95,38475,买盘
09:32:00,4.06,0.01,25,10150,买盘
09:32:03,4.05,-0.01,168,68040,卖盘
09:32:06,4.05,0.0,95,38410,买盘
09:32:09,4.05,0.0,500,202500,买盘
09:32:12,4.05,0.0,145,58698,买盘
09:32:15,4.05,0.0,124,50174,买盘
09:32:18,4.04,-0.01,174,70323,卖盘
09:32:21,4.04,0.0,143,57785,买盘
09:32:24,4.04,0.0,29,11716,卖盘
09:32:27,4.04,0.0,26,10504,买盘
09:32:30,4.04,0.0,11,4444,买盘
09:32:36,4.03,-0.01,204,82236,卖盘
09:32:39,4.03,0.0,61,24588,卖盘
09:32:42,4.04,0.01,140,56560,买盘
09:32:45,4.04,0.0,85,34340,买盘
09:32:48,4.04,0.0,17,6858,买盘
09:32:51,4.04,0.0,8,3232,买盘
09:32:54,4.04,0.0,696,281452,买盘
09:32:57,4.05,0.01,582,235603,买盘
09:33:00,4.04,-0.01,333,134826,卖盘
09:33:03,4.07,0.03,630,255678,买盘
09:33:06,4.06,-0.01,3,1218,卖盘
09:33:09,4.06,0.0,32,12992,卖盘
09:33:12,4.06,0.0,232,94192,卖盘
09:33:15,4.06,0.0,155,63051,卖盘
09:33:18,4.06,0.0,2,812,买盘
09:33:21,4.06,0.0,79,32074,买盘
09:33:24,4.06,0.0,30,12180,买盘
09:33:27,4.06,0.0,434,176204,买盘
09:33:30,4.06,0.0,121,49106,买盘
09:33:36,4.05,-0.01,171,69315,卖盘
09:33:39,4.06,0.01,112,45472,买盘
09:33:42,4.06,0.0,220,89140,买盘
09:33:45,4.06,0.0,200,81200,买盘
09:33:48,4.06,0.0,202,82012,买盘
09:33:51,4.06,0.0,3,1218,买盘
09:33:57,4.06,0.0,525,213150,买盘
09:34:00,4.06,0.0,31,12586,卖盘
09:34:03,4.06,0.0,540,218997,中性盘
09:34:06,4.05,-0.01,80,32400,卖盘
09:34:09,4.06,0.01,10,4060,买盘
09:34:12,4.05,-0.01,102,41312,卖盘
09:34:15,4.05,0.0,66,26730,买盘
09:34:18,4.06,0.01,132,53592,买盘
09:34:21,4.06,0.0,109,44202,买盘
09:34:24,4.06,0.0,21,8526,买盘
09:34:27,4.06,0.0,479,194474,买盘
09:34:30,4.06,0.0,20,8120,买盘
09:34:33,4.09,0.03,4271,1739268,买盘
09:34:36,4.09,0.0,572,233943,买盘
09:34:39,4.09,0.0,342,140193,卖盘
09:34:42,4.08,-0.01,142,58042,卖盘
09:34:45,4.09,0.01,36,14724,买盘
09:34:48,4.09,0.0,23,9412,卖盘
09:34:51,4.09,0.0,404,165262,卖盘
09:34:54,4.09,0.0,118,48262,买盘
09:34:57,4.09,0.0,129,52772,卖盘
09:35:00,4.09,0.0,87,35583,买盘
09:35:03,4.09,0.0,689,281801,买盘
09:35:06,4.09,0.0,108,44172,买盘
09:35:09,4.1,0.01,726,296992,买盘
09:35:12,4.09,-0.01,1135,463133,中性盘
09:35:15,4.09,0.0,255,104295,买盘
09:35:18,4.09,0.0,73,29857,中性盘
09:35:21,4.09,0.0,712,291208,买盘
09:35:24,4.09,0.0,338,138529,卖盘
09:35:27,4.09,0.0,72,29456,卖盘
09:35:30,4.09,0.0,464,189776,卖盘
09:35:33,4.09,0.0,1209,494667,买盘
09:35:36,4.09,0.0,481,197076,卖盘
09:35:39,4.1,0.01,901,368877,买盘
09:35:42,4.1,0.0,471,193060,买盘
09:35:45,4.1,0.0,296,121260,买盘
09:35:48,4.11,0.01,423,173631,买盘
09:35:51,4.11,0.0,429,176280,买盘
09:35:54,4.12,0.01,981,402537,买盘
09:35:57,4.11,-0.01,6,2466,卖盘
09:36:00,4.11,0.0,370,152190,卖盘
09:36:03,4.14,0.03,1104,455441,买盘
09:36:06,4.15,0.01,502,207686,买盘
09:36:09,4.14,-0.01,933,385491,中性盘
09:36:12,4.13,-0.01,513,212110,卖盘
09:36:15,4.14,0.01,661,273256,买盘
09:36:18,4.13,-0.01,352,145659,卖盘
09:36:21,4.14,0.01,126,52049,买盘
09:36:24,4.13,-0.01,596,246501,中性盘
09:36:27,4.15,0.02,316,130679,买盘
09:36:30,4.14,-0.01,1490,618001,中性盘
09:36:33,4.15,0.01,381,157877,买盘
09:36:36,4.15,0.0,801,332385,买盘
09:36:39,4.16,0.01,441,183195,买盘
09:36:42,4.16,0.0,455,189205,买盘
09:36:45,4.16,0.0,562,233740,买盘
09:36:48,4.16,0.0,288,119804,买盘
09:36:51,4.17,0.01,565,234826,买盘
09:36:54,4.16,-0.01,125,52008,卖盘
09:36:57,4.15,-0.01,99,41174,卖盘
09:37:00,4.16,0.01,501,208411,买盘
09:37:03,4.19,0.03,5192,2171299,买盘
09:37:06,4.25,0.06,3583,1509199,买盘
09:37:09,4.27,0.02,1731,739358,买盘
09:37:12,4.28,0.01,731,312154,买盘
09:37:15,4.3,0.02,372,159470,买盘
09:37:18,4.3,0.0,1322,567751,买盘
09:37:21,4.35,0.05,817,353033,买盘
09:37:24,4.35,0.0,1413,614018,买盘
09:37:27,4.37,0.02,1441,628109,买盘
09:37:30,4.38,0.01,5620,2459558,买盘
09:37:33,4.38,0.0,5682,2488172,买盘
09:37:36,4.38,0.0,1104,483552,卖盘
09:37:39,4.38,0.0,1373,601374,卖盘
09:37:42,4.38,0.0,6325,2770350,卖盘
09:37:45,4.38,0.0,1408,616704,卖盘
09:37:48,4.38,0.0,19628,8594023,卖盘
09:37:51,4.38,0.0,11046,4835514,买盘
09:37:54,4.38,0.0,1098,480924,卖盘
09:37:57,4.38,0.0,1264,553632,卖盘
09:38:00,4.38,0.0,861,377118,卖盘
09:38:03,4.38,0.0,625,273750,卖盘
09:38:06,4.38,0.0,1131,495378,卖盘
09:38:09,4.38,0.0,611,267618,卖盘
09:38:12,4.38,0.0,880,385440,卖盘
09:38:15,4.38,0.0,2891,1266258,卖盘
09:38:18,4.38,0.0,462,202356,卖盘
09:38:21,4.38,0.0,328,143664,卖盘
09:38:24,4.38,0.0,1004,439752,卖盘
09:38:27,4.38,0.0,493,215934,卖盘
09:38:30,4.38,0.0,707,309666,卖盘
09:38:33,4.38,0.0,579,253602,卖盘
09:38:36,4.38,0.0,360,157680,卖盘
09:38:39,4.38,0.0,159,69642,卖盘
09:38:42,4.38,0.0,546,239148,卖盘
09:38:45,4.38,0.0,1390,608820,卖盘
09:38:48,4.38,0.0,373,163374,卖盘
09:38:51,4.38,0.0,85,37230,卖盘
09:38:54,4.38,0.0,173,75774,卖盘
09:38:57,4.38,0.0,166,72708,卖盘
09:39:00,4.38,0.0,2994,1311372,卖盘
09:39:03,4.38,0.0,420,183960,卖盘
09:39:06,4.38,0.0,110,48180,卖盘
09:39:09,4.38,0.0,220,96360,卖盘
09:39:12,4.38,0.0,87,38106,卖盘
09:39:15,4.38,0.0,524,229512,卖盘
09:39:18,4.38,0.0,301,131838,卖盘
09:39:21,4.38,0.0,129,56502,卖盘
09:39:24,4.38,0.0,139,60882,卖盘
09:39:27,4.38,0.0,264,115632,卖盘
09:39:30,4.38,0.0,375,164250,卖盘
09:39:33,4.38,0.0,632,276816,卖盘
09:39:36,4.38,0.0,256,112128,卖盘
09:39:39,4.38,0.0,55,24090,卖盘
09:39:42,4.38,0.0,84,36792,卖盘
09:39:45,4.38,0.0,10,4380,卖盘
09:39:48,4.38,0.0,64,28032,卖盘
09:39:51,4.38,0.0,369,161622,卖盘
09:39:54,4.38,0.0,421,184398,卖盘
09:39:57,4.38,0.0,513,224694,卖盘
09:40:00,4.38,0.0,126,55188,卖盘
09:40:03,4.38,0.0,71,31098,卖盘
09:40:06,4.38,0.0,81,35478,卖盘
09:40:09,4.38,0.0,519,227322,卖盘
09:40:12,4.38,0.0,5,2190,卖盘
09:40:15,4.38,0.0,128,56064,卖盘
09:40:18,4.38,0.0,62,27156,卖盘
09:40:21,4.38,0.0,135,59130,卖盘
09:40:24,4.38,0.0,125,54750,卖盘
09:40:27,4.38,0.0,240,105120,卖盘
09:40:30,4.38,0.0,70,30660,卖盘
09:40:33,4.38,0.0,978,428364,卖盘
09:40:36,4.38,0.0,29,12702,卖盘
09:40:39,4.38,0.0,170,74460,卖盘
09:40:42,4.38,0.0,99,43362,卖盘
09:40:45,4.38,0.0,263,115194,卖盘
09:40:48,4.38,0.0,148,64824,卖盘
09:40:51,4.38,0.0,206,90228,卖盘
09:40:54,4.38,0.0,275,120450,卖盘
09:40:57,4.38,0.0,201,88038,卖盘
09:41:00,4.38,0.0,258,113004,卖盘
09:41:03,4.38,0.0,80,35040,卖盘
09:41:06,4.38,0.0,111,48618,卖盘
09:41:09,4.38,0.0,26,11388,卖盘
09:41:12,4.38,0.0,107,46866,卖盘
09:41:15,4.38,0.0,186,81468,卖盘
09:41:18,4.38,0.0,19,8322,卖盘
09:41:21,4.38,0.0,251,109938,卖盘
09:41:24,4.38,0.0,212,92856,卖盘
09:41:27,4.38,0.0,588,257544,卖盘
09:41:30,4.38,0.0,221,96798,卖盘
09:41:33,4.38,0.0,119,52122,卖盘
09:41:36,4.38,0.0,56,24528,卖盘
09:41:39,4.38,0.0,80,35040,卖盘
09:41:42,4.38,0.0,270,118260,卖盘
09:41:45,4.38,0.0,31,13578,卖盘
09:41:48,4.38,0.0,46,20148,卖盘
09:41:51,4.38,0.0,70,30660,卖盘
09:41:54,4.38,0.0,89,38982,卖盘
09:41:57,4.38,0.0,281,123078,卖盘
09:42:00,4.38,0.0,211,92418,卖盘
09:42:03,4.38,0.0,70,30660,卖盘
09:42:06,4.38,0.0,32,14016,卖盘
09:42:09,4.38,0.0,104,45552,卖盘
09:42:12,4.38,0.0,258,113004,卖盘
09:42:15,4.38,0.0,315,137970,卖盘
09:42:18,4.38,0.0,215,94170,卖盘
09:42:21,4.38,0.0,45,19710,卖盘
09:42:27,4.38,0.0,48,21024,卖盘
09:42:30,4.38,0.0,109,47742,卖盘
09:42:33,4.38,0.0,3,1314,卖盘
09:42:36,4.38,0.0,35,15330,卖盘
09:42:39,4.38,0.0,11,4818,卖盘
09:42:42,4.38,0.0,15,6570,卖盘
09:42:45,4.38,0.0,2,876,卖盘
09:42:48,4.38,0.0,134,58692,卖盘
09:42:51,4.38,0.0,59,25842,卖盘
09:42:54,4.38,0.0,28,12264,卖盘
09:42:57,4.38,0.0,65,28470,卖盘
09:43:00,4.38,0.0,10,4380,卖盘
09:43:03,4.38,0.0,96,42048,卖盘
09:43:06,4.38,0.0,35,15330,卖盘
09:43:12,4.38,0.0,9,3942,卖盘
09:43:15,4.38,0.0,6,2628,卖盘
09:43:18,4.38,0.0,10,4380,卖盘
09:43:21,4.38,0.0,268,117384,卖盘
09:43:24,4.38,0.0,147,64386,卖盘
09:43:27,4.38,0.0,41,17958,卖盘
09:43:30,4.38,0.0,47,20586,卖盘
09:43:33,4.38,0.0,94,41172,卖盘
09:43:36,4.38,0.0,42,18396,卖盘
09:43:39,4.38,0.0,10,4380,卖盘
09:43:42,4.38,0.0,30,13140,卖盘
09:43:45,4.38,0.0,277,121326,卖盘
09:43:48,4.38,0.0,35,15330,卖盘
09:43:51,4.38,0.0,2003,877314,卖盘
09:43:54,4.38,0.0,320,140160,卖盘
09:43:57,4.38,0.0,97,42486,卖盘
09:44:00,4.38,0.0,20,8760,卖盘
09:44:03,4.38,0.0,34,14892,卖盘
09:44:09,4.38,0.0,661,289518,卖盘
09:44:12,4.38,0.0,552,241776,卖盘
09:44:15,4.38,0.0,27,11826,卖盘
09:44:18,4.38,0.0,62,27156,卖盘
09:44:21,4.38,0.0,231,101178,卖盘
09:44:24,4.38,0.0,42,18396,卖盘
09:44:27,4.38,0.0,67,29346,卖盘
09:44:30,4.38,0.0,3,1314,卖盘
09:44:33,4.38,0.0,69,30222,卖盘
09:44:36,4.38,0.0,30,13140,卖盘
09:44:39,4.38,0.0,100,43800,卖盘
09:44:45,4.38,0.0,74,32412,卖盘
09:44:48,4.38,0.0,73,31974,卖盘
09:44:54,4.38,0.0,5,2190,卖盘
09:44:57,4.38,0.0,12,5256,卖盘
09:45:00,4.38,0.0,33,14454,卖盘
09:45:03,4.38,0.0,33,14454,卖盘
09:45:09,4.38,0.0,1,438,卖盘
09:45:12,4.38,0.0,15,6570,卖盘
09:45:18,4.38,0.0,117,51246,卖盘
09:45:21,4.38,0.0,75,32850,卖盘
09:45:24,4.38,0.0,2,876,卖盘
09:45:27,4.38,0.0,15,6570,卖盘
09:45:30,4.38,0.0,41,17958,卖盘
09:45:33,4.38,0.0,10,4380,卖盘
09:45:36,4.38,0.0,23,10074,卖盘
09:45:39,4.38,0.0,20,8760,卖盘
09:45:42,4.38,0.0,100,43800,卖盘
09:45:48,4.38,0.0,10,4380,卖盘
09:45:51,4.38,0.0,77,33726,卖盘
09:45:54,4.38,0.0,84,36792,卖盘
09:45:57,4.38,0.0,13,5694,卖盘
09:46:00,4.38,0.0,20,8760,卖盘
09:46:03,4.38,0.0,71,31098,卖盘
09:46:06,4.38,0.0,11,4818,卖盘
09:46:09,4.38,0.0,19,8322,卖盘
09:46:12,4.38,0.0,2,876,卖盘
09:46:15,4.38,0.0,10,4380,卖盘
09:46:18,4.38,0.0,10,4380,卖盘
09:46:21,4.38,0.0,11,4818,卖盘
09:46:24,4.38,0.0,2,876,卖盘
09:46:27,4.38,0.0,14,6132,卖盘
09:46:30,4.38,0.0,19,8322,卖盘
09:46:39,4.38,0.0,61,26718,卖盘
09:46:45,4.38,0.0,360,157680,卖盘
09:46:48,4.38,0.0,19,8322,卖盘
09:46:51,4.38,0.0,55,24090,卖盘
