成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:03,7.29,0.0,1726,1258254,卖盘
09:30:03,7.3,0.01,61,44514,买盘
09:30:06,7.3,0.0,622,452915,卖盘
09:30:09,7.32,0.02,787,574140,买盘
09:30:12,7.32,0.0,78,57032,卖盘
09:30:15,7.31,-0.01,185,135321,卖盘
09:30:18,7.34,0.03,169,124012,买盘
09:30:21,7.34,0.0,500,366371,买盘
09:30:24,7.35,0.01,720,526960,买盘
09:30:27,7.32,-0.03,163,119479,卖盘
09:30:30,7.32,0.0,219,160634,卖盘
09:30:33,7.3,-0.02,845,617540,卖盘
09:30:36,7.32,0.02,141,103176,买盘
09:30:39,7.3,-0.02,230,168356,卖盘
09:30:42,7.32,0.02,158,115634,买盘
09:30:45,7.34,0.02,375,274858,买盘
09:30:48,7.34,0.0,776,569707,买盘
09:30:51,7.35,0.01,269,197614,买盘
09:30:54,7.35,0.0,117,85938,卖盘
09:30:57,7.36,0.01,70,51454,买盘
09:31:00,7.35,-0.01,127,93365,买盘
09:31:03,7.36,0.01,126,92629,买盘
09:31:06,7.36,0.0,193,141772,买盘
09:31:09,7.35,-0.01,48,35280,卖盘
09:31:12,7.36,0.01,58,42650,买盘
09:31:15,7.35,-0.01,83,60961,卖盘
09:31:18,7.33,-0.02,273,200163,卖盘
09:31:21,7.33,0.0,59,43256,买盘
09:31:24,7.33,0.0,93,68291,卖盘
09:31:27,7.33,0.0,25,18310,买盘
09:31:30,7.33,0.0,208,152445,买盘
09:31:33,7.34,0.01,96,70410,买盘
09:31:36,7.33,-0.01,161,117836,买盘
09:31:39,7.32,-0.01,31,22687,中性盘
09:31:42,7.32,0.0,15,10980,买盘
09:31:45,7.32,0.0,509,372445,买盘
09:31:48,7.34,0.02,1035,757764,买盘
09:31:51,7.34,0.0,171,125666,中性盘
09:31:54,7.34,0.0,36,26418,卖盘
09:32:00,7.34,0.0,241,176878,买盘
09:32:03,7.34,0.0,33,24222,买盘
09:32:06,7.34,0.0,31,22744,买盘
