时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-11 09:30:00,0.0,3.25,3.25,3.25,18692,6074900.0,3.25
2024-11-11 09:31:00,0.0,3.3,3.3,3.22,38764,12668216.0,3.262
2024-11-11 09:32:00,0.0,3.22,3.3,3.2,31690,10276648.0,3.255
2024-11-11 09:33:00,0.0,3.19,3.23,3.17,27102,8674070.0,3.243
2024-11-11 09:34:00,0.0,3.21,3.21,3.16,21557,6871467.0,3.234
2024-11-11 09:35:00,0.0,3.15,3.21,3.14,14194,4503575.0,3.228
2024-11-11 09:36:00,0.0,3.13,3.15,3.12,26716,8384623.0,3.215
2024-11-11 09:37:00,0.0,3.14,3.16,3.13,19678,6173754.0,3.207
2024-11-11 09:38:00,0.0,3.13,3.15,3.13,12426,3893077.0,3.203
2024-11-11 09:39:00,0.0,3.13,3.14,3.13,9918,3103887.0,3.2
2024-11-11 09:40:00,0.0,3.12,3.13,3.11,18295,5705768.0,3.193
2024-11-11 09:41:00,0.0,3.12,3.14,3.1,13969,4355800.0,3.189
2024-11-11 09:42:00,0.0,3.12,3.12,3.1,13442,4177602.0,3.185
2024-11-11 09:43:00,0.0,3.1,3.12,3.1,17689,5491983.0,3.18
2024-11-11 09:44:00,0.0,3.16,3.17,3.09,16445,5146350.0,3.177
2024-11-11 09:45:00,0.0,3.15,3.17,3.13,8544,2693777.0,3.177
2024-11-11 09:46:00,0.0,3.23,3.23,3.15,5955,1898643.0,3.177
2024-11-11 09:47:00,0.0,3.19,3.24,3.19,14662,4709641.0,3.178
2024-11-11 09:48:00,0.0,3.19,3.19,3.17,7489,2385879.0,3.179
2024-11-11 09:49:00,0.0,3.17,3.19,3.16,3544,1124080.0,3.179
2024-11-11 09:50:00,0.0,3.15,3.18,3.15,2909,918240.0,3.178
2024-11-11 09:51:00,0.0,3.15,3.16,3.14,3204,1008465.0,3.178
2024-11-11 09:52:00,0.0,3.14,3.16,3.14,2940,925368.0,3.178
2024-11-11 09:53:00,0.0,3.15,3.16,3.15,2184,687728.0,3.178
2024-11-11 09:54:00,0.0,3.15,3.16,3.14,2525,795010.0,3.177
2024-11-11 09:55:00,0.0,3.15,3.16,3.14,4926,1551115.0,3.177
2024-11-11 09:56:00,0.0,3.14,3.15,3.14,2550,802525.0,3.177
2024-11-11 09:57:00,0.0,3.14,3.16,3.14,3212,1011104.0,3.177
2024-11-11 09:58:00,0.0,3.15,3.15,3.14,3454,1086190.0,3.176
2024-11-11 09:59:00,0.0,3.16,3.16,3.15,3063,966901.0,3.176
2024-11-11 10:00:00,0.0,3.15,3.17,3.15,3265,1031921.0,3.176
2024-11-11 10:01:00,0.0,3.18,3.2,3.15,7505,2382454.0,3.176
2024-11-11 10:02:00,0.0,3.15,3.18,3.15,2833,896253.0,3.176
2024-11-11 10:03:00,0.0,3.15,3.16,3.15,3280,1035365.0,3.176
2024-11-11 10:04:00,0.0,3.16,3.16,3.15,2517,794111.0,3.176
2024-11-11 10:05:00,0.0,3.15,3.16,3.14,4011,1264042.0,3.175
2024-11-11 10:06:00,0.0,3.15,3.15,3.14,3777,1187046.0,3.175
2024-11-11 10:07:00,0.0,3.16,3.16,3.15,3505,1102178.0,3.175
2024-11-11 10:08:00,0.0,3.15,3.16,3.15,1769,558261.0,3.175
2024-11-11 10:09:00,0.0,3.16,3.16,3.15,1072,338032.0,3.175
2024-11-11 10:10:00,0.0,3.15,3.16,3.15,5304,1671325.0,3.174
2024-11-11 10:11:00,0.0,3.14,3.16,3.14,965,303519.0,3.174
2024-11-11 10:12:00,0.0,3.13,3.14,3.12,6956,2177303.0,3.174
2024-11-11 10:13:00,0.0,3.11,3.13,3.11,7176,2238660.0,3.173
2024-11-11 10:14:00,0.0,3.14,3.14,3.11,3308,1033841.0,3.172
2024-11-11 10:15:00,0.0,3.12,3.14,3.12,3180,995655.0,3.172
2024-11-11 10:16:00,0.0,3.12,3.13,3.12,3772,1177444.0,3.171
2024-11-11 10:17:00,0.0,3.12,3.13,3.12,3203,999707.0,3.171
2024-11-11 10:18:00,0.0,3.13,3.13,3.12,3224,1005958.0,3.171
2024-11-11 10:19:00,0.0,3.12,3.13,3.12,2664,832038.0,3.17
2024-11-11 10:20:00,0.0,3.12,3.13,3.11,2380,743068.0,3.17
2024-11-11 10:21:00,0.0,3.12,3.12,3.11,3181,990452.0,3.17
2024-11-11 10:22:00,0.0,3.11,3.12,3.11,3552,1106004.0,3.169
2024-11-11 10:23:00,0.0,3.11,3.12,3.11,1424,443349.0,3.169
2024-11-11 10:24:00,0.0,3.11,3.12,3.11,1326,412758.0,3.169
2024-11-11 10:25:00,0.0,3.1,3.11,3.1,9900,3077742.0,3.168
2024-11-11 10:26:00,0.0,3.1,3.11,3.1,8708,2700207.0,3.167
2024-11-11 10:27:00,0.0,3.1,3.11,3.1,3053,946917.0,3.166
2024-11-11 10:28:00,0.0,3.11,3.11,3.1,3149,976882.0,3.166
2024-11-11 10:29:00,0.0,3.11,3.11,3.1,4560,1414949.0,3.165
2024-11-11 10:30:00,0.0,3.1,3.11,3.1,3232,1002672.0,3.165
2024-11-11 10:31:00,0.0,3.11,3.11,3.1,3393,1054593.0,3.164
2024-11-11 10:32:00,0.0,3.13,3.13,3.11,4522,1411707.0,3.164
2024-11-11 10:33:00,0.0,3.12,3.13,3.12,1576,492504.0,3.164
2024-11-11 10:34:00,0.0,3.13,3.13,3.12,1659,518192.0,3.164
2024-11-11 10:35:00,0.0,3.12,3.13,3.12,5096,1584842.0,3.163
2024-11-11 10:36:00,0.0,3.12,3.12,3.11,1780,553639.0,3.163
2024-11-11 10:37:00,0.0,3.1,3.12,3.1,737,229236.0,3.163
2024-11-11 10:38:00,0.0,3.1,3.11,3.1,4144,1284750.0,3.162
2024-11-11 10:39:00,0.0,3.1,3.11,3.09,1966,608974.0,3.162
2024-11-11 10:40:00,0.0,3.1,3.11,3.09,2136,661431.0,3.162
2024-11-11 10:41:00,0.0,3.1,3.1,3.09,3889,1202715.0,3.161
2024-11-11 10:42:00,0.0,3.1,3.1,3.09,2867,887092.0,3.161
