时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-11 09:30:00,0.0,6.93,6.93,6.93,666,461538.0,6.93
2024-11-11 09:31:00,0.0,6.88,6.9,6.85,2403,1652534.0,6.889
2024-11-11 09:32:00,0.0,6.89,6.89,6.86,978,672762.0,6.886
2024-11-11 09:33:00,0.0,6.89,6.89,6.87,911,626731.0,6.885
2024-11-11 09:34:00,0.0,6.88,6.9,6.88,706,486671.0,6.886
2024-11-11 09:35:00,0.0,6.88,6.89,6.87,763,524877.0,6.885
2024-11-11 09:36:00,0.0,6.84,6.88,6.84,1769,1213676.0,6.88
2024-11-11 09:37:00,0.0,6.84,6.86,6.83,913,624512.0,6.876
2024-11-11 09:38:00,0.0,6.84,6.85,6.84,801,548103.0,6.873
2024-11-11 09:39:00,0.0,6.85,6.85,6.84,432,295549.0,6.872
2024-11-11 09:40:00,0.0,6.85,6.85,6.83,711,486459.0,6.87
2024-11-11 09:41:00,0.0,6.84,6.85,6.83,1440,985228.0,6.867
2024-11-11 09:42:00,0.0,6.83,6.85,6.82,2205,1507185.0,6.862
2024-11-11 09:43:00,0.0,6.83,6.83,6.82,544,371363.0,6.861
2024-11-11 09:44:00,0.0,6.83,6.83,6.82,1116,761861.0,6.858
2024-11-11 09:45:00,0.0,6.82,6.84,6.82,940,641981.0,6.857
2024-11-11 09:46:00,0.0,6.82,6.83,6.82,1265,862995.0,6.855
2024-11-11 09:47:00,0.0,6.82,6.82,6.81,750,511431.0,6.853
2024-11-11 09:48:00,0.0,6.83,6.83,6.81,1457,992546.0,6.85
2024-11-11 09:49:00,0.0,6.83,6.83,6.82,652,445204.0,6.85
2024-11-11 09:50:00,0.0,6.84,6.84,6.83,221,151024.0,6.849
2024-11-11 09:51:00,0.0,6.83,6.84,6.83,667,456109.0,6.849
2024-11-11 09:52:00,0.0,6.83,6.84,6.83,426,291004.0,6.849
2024-11-11 09:53:00,0.0,6.82,6.83,6.82,138,94202.0,6.849
2024-11-11 09:54:00,0.0,6.82,6.82,6.81,776,529223.0,6.848
2024-11-11 09:55:00,0.0,6.81,6.82,6.81,443,301951.0,6.847
2024-11-11 09:56:00,0.0,6.81,6.82,6.81,308,209927.0,6.847
2024-11-11 09:57:00,0.0,6.82,6.82,6.81,260,177132.0,6.846
2024-11-11 09:58:00,0.0,6.82,6.82,6.81,293,199789.0,6.846
2024-11-11 09:59:00,0.0,6.81,6.82,6.81,1251,853005.0,6.845
2024-11-11 10:00:00,0.0,6.82,6.83,6.81,499,339954.0,6.844
2024-11-11 10:01:00,0.0,6.83,6.83,6.82,412,281350.0,6.844
2024-11-11 10:02:00,0.0,6.82,6.83,6.82,566,386537.0,6.844
2024-11-11 10:03:00,0.0,6.82,6.83,6.82,346,236294.0,6.844
2024-11-11 10:04:00,0.0,6.82,6.83,6.82,72,49125.0,6.843
2024-11-11 10:05:00,0.0,6.82,6.83,6.82,464,316654.0,6.843
2024-11-11 10:06:00,0.0,6.83,6.83,6.82,469,320309.0,6.843
2024-11-11 10:07:00,0.0,6.84,6.84,6.83,1007,688275.0,6.843
2024-11-11 10:08:00,0.0,6.83,6.84,6.83,370,252848.0,6.843
2024-11-11 10:09:00,0.0,6.83,6.84,6.83,752,513762.0,6.842
2024-11-11 10:10:00,0.0,6.84,6.84,6.83,47,32118.0,6.842
2024-11-11 10:11:00,0.0,6.82,6.84,6.82,836,570882.0,6.842
2024-11-11 10:12:00,0.0,6.83,6.83,6.82,74,50515.0,6.842
2024-11-11 10:13:00,0.0,6.83,6.83,6.82,243,165942.0,6.842
2024-11-11 10:14:00,0.0,6.83,6.83,6.82,535,365263.0,6.842
2024-11-11 10:15:00,0.0,6.82,6.83,6.82,422,288089.0,6.841
2024-11-11 10:16:00,0.0,6.82,6.85,6.82,665,454417.0,6.841
2024-11-11 10:17:00,0.0,6.82,6.83,6.82,285,194429.0,6.841
2024-11-11 10:18:00,0.0,6.83,6.83,6.82,46,31382.0,6.841
2024-11-11 10:19:00,0.0,6.83,6.83,6.82,1006,686223.0,6.841
2024-11-11 10:20:00,0.0,6.82,6.83,6.82,222,151418.0,6.84
2024-11-11 10:21:00,0.0,6.8,6.82,6.8,4170,2839181.0,6.837
2024-11-11 10:22:00,0.0,6.79,6.81,6.79,1191,809785.0,6.836
2024-11-11 10:23:00,0.0,6.8,6.8,6.79,148,100547.0,6.836
2024-11-11 10:24:00,0.0,6.77,6.79,6.77,1395,946479.0,6.834
2024-11-11 10:25:00,0.0,6.77,6.78,6.77,950,643706.0,6.833
2024-11-11 10:26:00,0.0,6.78,6.78,6.77,427,289379.0,6.832
2024-11-11 10:27:00,0.0,6.77,6.78,6.77,202,136887.0,6.832
2024-11-11 10:28:00,0.0,6.77,6.78,6.77,225,152386.0,6.832
2024-11-11 10:29:00,0.0,6.78,6.78,6.77,209,141696.0,6.832
2024-11-11 10:30:00,0.0,6.78,6.78,6.77,582,394460.0,6.831
2024-11-11 10:31:00,0.0,6.78,6.78,6.77,335,226879.0,6.83
2024-11-11 10:32:00,0.0,6.78,6.78,6.77,131,88771.0,6.83
2024-11-11 10:33:00,0.0,6.77,6.78,6.77,288,195059.0,6.83
2024-11-11 10:34:00,0.0,6.8,6.8,6.78,3427,2324933.0,6.827
2024-11-11 10:35:00,0.0,6.79,6.8,6.79,524,356283.0,6.826
2024-11-11 10:36:00,0.0,6.79,6.8,6.79,51,34657.0,6.826
2024-11-11 10:37:00,0.0,6.78,6.8,6.78,376,255212.0,6.826
2024-11-11 10:38:00,0.0,6.78,6.78,6.77,267,180988.0,6.826
2024-11-11 10:39:00,0.0,6.78,6.78,6.77,601,407402.0,6.825
2024-11-11 10:40:00,0.0,6.77,6.78,6.77,377,255503.0,6.825
2024-11-11 10:41:00,0.0,6.77,6.78,6.77,352,238357.0,6.825
2024-11-11 10:42:00,0.0,6.78,6.79,6.77,458,310412.0,6.824
2024-11-11 10:43:00,0.0,6.78,6.79,6.78,56,37973.0,6.824
2024-11-11 10:44:00,0.0,6.78,6.79,6.78,350,237351.0,6.824
2024-11-11 10:45:00,0.0,6.79,6.79,6.78,47,31876.0,6.824
2024-11-11 10:46:00,0.0,6.78,6.79,6.78,203,137830.0,6.824
2024-11-11 10:47:00,0.0,6.79,6.79,6.78,149,101137.0,6.824
2024-11-11 10:48:00,0.0,6.78,6.79,6.78,1976,1339782.0,6.822
2024-11-11 10:49:00,0.0,6.78,6.78,6.77,181,122709.0,6.822
2024-11-11 10:50:00,0.0,6.78,6.78,6.77,125,84733.0,6.822
2024-11-11 10:51:00,0.0,6.78,6.79,6.78,33,22386.0,6.822
2024-11-11 10:52:00,0.0,6.79,6.79,6.78,29,19678.0,6.822
2024-11-11 10:53:00,0.0,6.8,6.8,6.79,119,80810.0,6.822
2024-11-11 10:54:00,0.0,6.79,6.79,6.78,58,39375.0,6.822
2024-11-11 10:55:00,0.0,6.79,6.79,6.78,113,76687.0,6.822
2024-11-11 10:56:00,0.0,6.78,6.8,6.78,26,17643.0,6.822
2024-11-11 10:57:00,0.0,6.79,6.8,6.78,207,140650.0,6.821
2024-11-11 10:58:00,0.0,6.8,6.81,6.79,156,106196.0,6.821
2024-11-11 10:59:00,0.0,6.82,6.82,6.8,84,57193.0,6.821
2024-11-11 11:00:00,0.0,6.81,6.82,6.81,96,65426.0,6.821
2024-11-11 11:01:00,0.0,6.82,6.82,6.81,43,29312.0,6.821
2024-11-11 11:02:00,0.0,6.81,6.82,6.8,870,592917.0,6.821
2024-11-11 11:03:00,0.0,6.81,6.81,6.8,159,108273.0,6.821
2024-11-11 11:04:00,0.0,6.81,6.82,6.8,45,30645.0,6.821
2024-11-11 11:05:00,0.0,6.81,6.81,6.8,1148,781766.0,6.821
2024-11-11 11:06:00,0.0,6.81,6.82,6.8,118,80396.0,6.821
2024-11-11 11:07:00,0.0,6.82,6.82,6.81,12,8173.0,6.821
2024-11-11 11:08:00,0.0,6.81,6.81,6.81,3,2043.0,6.821
2024-11-11 11:09:00,0.0,6.81,6.82,6.81,17,11579.0,6.821
2024-11-11 11:10:00,0.0,6.81,6.82,6.81,175,119183.0,6.821
2024-11-11 11:11:00,0.0,6.81,6.82,6.81,100,68119.0,6.821
2024-11-11 11:12:00,0.0,6.8,6.81,6.8,295,200867.0,6.821
2024-11-11 11:13:00,0.0,6.81,6.81,6.8,235,160033.0,6.821
2024-11-11 11:14:00,0.0,6.8,6.81,6.8,62,42187.0,6.821
2024-11-11 11:15:00,0.0,6.81,6.82,6.8,132,89821.0,6.821
2024-11-11 11:16:00,0.0,6.8,6.81,6.8,62,42222.0,6.821
2024-11-11 11:17:00,0.0,6.81,6.81,6.81,46,31325.0,6.821
2024-11-11 11:18:00,0.0,6.81,6.81,6.8,131,89208.0,6.821
2024-11-11 11:19:00,0.0,6.8,6.81,6.8,42,28568.0,6.821
2024-11-11 11:20:00,0.0,6.8,6.81,6.8,20,13604.0,6.821
2024-11-11 11:21:00,0.0,6.82,6.82,6.8,161,109630.0,6.821
2024-11-11 11:22:00,0.0,6.8,6.82,6.8,321,218594.0,6.821
2024-11-11 11:23:00,0.0,6.82,6.82,6.8,56,38124.0,6.821
2024-11-11 11:24:00,0.0,6.81,6.82,6.81,26,17711.0,6.821
2024-11-11 11:25:00,0.0,6.82,6.82,6.81,266,181178.0,6.821
2024-11-11 11:26:00,0.0,6.81,6.82,6.81,238,162198.0,6.821
2024-11-11 11:27:00,0.0,6.81,6.82,6.8,213,145058.0,6.821
2024-11-11 11:28:00,0.0,6.82,6.83,6.81,285,194371.0,6.821
2024-11-11 11:29:00,0.0,6.82,6.83,6.82,299,204166.0,6.821
2024-11-11 11:30:00,0.0,6.82,6.83,6.82,167,114041.0,6.821
2024-11-11 13:01:00,0.0,6.83,6.84,6.82,708,483538.0,6.821
2024-11-11 13:02:00,0.0,6.82,6.82,6.82,663,452166.0,6.821
2024-11-11 13:03:00,0.0,6.82,6.83,6.82,351,239623.0,6.821
2024-11-11 13:04:00,0.0,6.83,6.84,6.82,117,79880.0,6.821
2024-11-11 13:05:00,0.0,6.84,6.84,6.83,369,252171.0,6.821
2024-11-11 13:06:00,0.0,6.83,6.84,6.83,228,155890.0,6.821
2024-11-11 13:07:00,0.0,6.82,6.83,6.82,767,523583.0,6.821
2024-11-11 13:08:00,0.0,6.82,6.82,6.82,243,165726.0,6.821
2024-11-11 13:09:00,0.0,6.84,6.84,6.81,626,427424.0,6.821
2024-11-11 13:10:00,0.0,6.84,6.85,6.83,227,155315.0,6.821
2024-11-11 13:11:00,0.0,6.83,6.84,6.83,133,90859.0,6.821
2024-11-11 13:12:00,0.0,6.83,6.84,6.83,58,39634.0,6.821
2024-11-11 13:13:00,0.0,6.84,6.85,6.83,224,153193.0,6.821
2024-11-11 13:14:00,0.0,6.83,6.85,6.83,336,229845.0,6.821
2024-11-11 13:15:00,0.0,6.83,6.84,6.82,411,280765.0,6.821
2024-11-11 13:16:00,0.0,6.83,6.83,6.82,208,142023.0,6.821
2024-11-11 13:17:00,0.0,6.83,6.84,6.82,193,131834.0,6.821
2024-11-11 13:18:00,0.0,6.82,6.83,6.82,494,337014.0,6.821
2024-11-11 13:19:00,0.0,6.82,6.83,6.82,160,109204.0,6.821
2024-11-11 13:20:00,0.0,6.82,6.83,6.82,64,43649.0,6.821
2024-11-11 13:21:00,0.0,6.83,6.83,6.82,243,165921.0,6.821
2024-11-11 13:22:00,0.0,6.83,6.84,6.83,101,69001.0,6.821
2024-11-11 13:23:00,0.0,6.83,6.84,6.83,119,81368.0,6.821
2024-11-11 13:24:00,0.0,6.83,6.84,6.83,63,43070.0,6.822
2024-11-11 13:25:00,0.0,6.83,6.84,6.83,290,198297.0,6.822
2024-11-11 13:26:00,0.0,6.84,6.85,6.83,199,136088.0,6.822
2024-11-11 13:27:00,0.0,6.85,6.85,6.84,19,13002.0,6.822
2024-11-11 13:28:00,0.0,6.85,6.85,6.83,337,230515.0,6.822
2024-11-11 13:29:00,0.0,6.83,6.85,6.83,216,147734.0,6.822
2024-11-11 13:30:00,0.0,6.83,6.85,6.83,137,93676.0,6.822
2024-11-11 13:31:00,0.0,6.83,6.84,6.83,360,245898.0,6.822
2024-11-11 13:32:00,0.0,6.83,6.84,6.83,455,310976.0,6.822
2024-11-11 13:33:00,0.0,6.83,6.84,6.83,35,23915.0,6.822
2024-11-11 13:34:00,0.0,6.83,6.84,6.83,668,456345.0,6.822
2024-11-11 13:35:00,0.0,6.84,6.84,6.82,326,222603.0,6.822
