时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-11 09:30:00,0.0,8.71,8.71,8.71,678,590538.0,8.71
2024-11-11 09:31:00,0.0,8.67,8.7,8.66,5956,5170912.0,8.685
2024-11-11 09:32:00,0.0,8.68,8.68,8.66,3132,2715677.0,8.68
2024-11-11 09:33:00,0.0,8.69,8.7,8.67,2024,1759549.0,8.683
2024-11-11 09:34:00,0.0,8.69,8.7,8.68,3106,2700782.0,8.685
2024-11-11 09:35:00,0.0,8.67,8.7,8.67,2631,2284901.0,8.685
2024-11-11 09:36:00,0.0,8.63,8.68,8.63,3558,3078401.0,8.68
2024-11-11 09:37:00,0.0,8.63,8.65,8.63,3794,3278027.0,8.674
2024-11-11 09:38:00,0.0,8.66,8.66,8.63,1867,1615023.0,8.672
2024-11-11 09:39:00,0.0,8.65,8.66,8.64,1402,1212380.0,8.671
2024-11-11 09:40:00,0.0,8.65,8.65,8.64,3382,2923415.0,8.668
2024-11-11 09:41:00,0.0,8.65,8.66,8.65,2362,2043498.0,8.667
2024-11-11 09:42:00,0.0,8.65,8.66,8.64,1233,1066577.0,8.666
2024-11-11 09:43:00,0.0,8.65,8.66,8.65,1867,1615473.0,8.665
2024-11-11 09:44:00,0.0,8.64,8.65,8.63,3660,3163025.0,8.663
2024-11-11 09:45:00,0.0,8.68,8.68,8.64,7253,6284281.0,8.664
2024-11-11 09:46:00,0.0,8.66,8.69,8.66,1314,1139324.0,8.664
2024-11-11 09:47:00,0.0,8.64,8.65,8.63,3115,2692130.0,8.662
2024-11-11 09:48:00,0.0,8.64,8.64,8.63,2000,1727414.0,8.661
2024-11-11 09:49:00,0.0,8.66,8.66,8.64,1613,1394835.0,8.661
2024-11-11 09:50:00,0.0,8.64,8.66,8.64,996,861401.0,8.661
2024-11-11 09:51:00,0.0,8.65,8.67,8.65,1829,1583730.0,8.661
2024-11-11 09:52:00,0.0,8.65,8.66,8.65,1678,1452049.0,8.661
2024-11-11 09:53:00,0.0,8.66,8.66,8.65,514,444869.0,8.661
2024-11-11 09:54:00,0.0,8.66,8.66,8.64,1867,1615428.0,8.66
2024-11-11 09:55:00,0.0,8.65,8.66,8.64,3341,2889119.0,8.66
2024-11-11 09:56:00,0.0,8.64,8.65,8.63,2167,1872172.0,8.659
2024-11-11 09:57:00,0.0,8.63,8.64,8.62,7172,6189258.0,8.656
2024-11-11 09:58:00,0.0,8.62,8.63,8.62,2608,2250062.0,8.655
2024-11-11 09:59:00,0.0,8.63,8.63,8.62,1179,1016760.0,8.655
2024-11-11 10:00:00,0.0,8.63,8.63,8.62,1817,1567109.0,8.654
2024-11-11 10:01:00,0.0,8.61,8.63,8.58,11272,9694406.0,8.648
2024-11-11 10:02:00,0.0,8.61,8.62,8.61,898,773636.0,8.647
2024-11-11 10:03:00,0.0,8.62,8.63,8.61,888,765362.0,8.647
2024-11-11 10:04:00,0.0,8.62,8.64,8.62,1473,1271260.0,8.647
