时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-11 09:30:00,0.0,7.49,7.49,7.49,1149,860601.0,7.49
2024-11-11 09:31:00,0.0,7.56,7.62,7.5,5418,4086122.0,7.533
2024-11-11 09:32:00,0.0,7.85,7.94,7.53,16081,12421743.0,7.669
2024-11-11 09:33:00,0.0,7.75,7.82,7.7,5170,4016506.0,7.688
2024-11-11 09:34:00,0.0,7.78,7.78,7.7,4574,3544715.0,7.696
2024-11-11 09:35:00,0.0,7.8,7.8,7.75,6111,4749127.0,7.708
2024-11-11 09:36:00,0.0,7.66,7.8,7.66,2172,1674929.0,7.708
2024-11-11 09:37:00,0.0,7.66,7.66,7.63,1928,1473590.0,7.705
2024-11-11 09:38:00,0.0,7.69,7.69,7.66,1688,1294988.0,7.704
2024-11-11 09:39:00,0.0,7.65,7.7,7.65,1794,1377568.0,7.703
2024-11-11 09:40:00,0.0,7.65,7.72,7.65,1959,1503709.0,7.702
2024-11-11 09:41:00,0.0,7.67,7.69,7.65,1050,805862.0,7.701
2024-11-11 09:42:00,0.0,7.67,7.68,7.66,848,650289.0,7.701
2024-11-11 09:43:00,0.0,7.76,7.77,7.69,2296,1774647.0,7.702
2024-11-11 09:44:00,0.0,7.73,7.76,7.69,1315,1016740.0,7.703
2024-11-11 09:45:00,0.0,7.78,7.78,7.71,2855,2211977.0,7.705
2024-11-11 09:46:00,0.0,7.78,7.79,7.76,1614,1254640.0,7.707
2024-11-11 09:47:00,0.0,7.75,7.78,7.74,1995,1546220.0,7.709
2024-11-11 09:48:00,0.0,7.7,7.75,7.7,694,535616.0,7.709
2024-11-11 09:49:00,0.0,7.69,7.71,7.69,633,487268.0,7.709
2024-11-11 09:50:00,0.0,7.68,7.7,7.68,506,389011.0,7.708
2024-11-11 09:51:00,0.0,7.67,7.69,7.67,583,447306.0,7.708
2024-11-11 09:52:00,0.0,7.62,7.67,7.62,6283,4810688.0,7.703
2024-11-11 09:53:00,0.0,7.62,7.63,7.62,388,296026.0,7.703
2024-11-11 09:54:00,0.0,7.61,7.63,7.61,1017,774706.0,7.702
2024-11-11 09:55:00,0.0,7.61,7.62,7.61,315,239826.0,7.701
2024-11-11 09:56:00,0.0,7.57,7.61,7.57,3680,2792596.0,7.696
2024-11-11 09:57:00,0.0,7.58,7.58,7.57,913,691443.0,7.694
2024-11-11 09:58:00,0.0,7.58,7.59,7.58,663,502671.0,7.693
2024-11-11 09:59:00,0.0,7.59,7.59,7.58,230,174521.0,7.693
2024-11-11 10:00:00,0.0,7.57,7.59,7.57,1229,931052.0,7.691
2024-11-11 10:01:00,0.0,7.62,7.62,7.56,989,749369.0,7.69
2024-11-11 10:02:00,0.0,7.6,7.62,7.6,253,192499.0,7.689
2024-11-11 10:03:00,0.0,7.59,7.6,7.59,381,289543.0,7.689
2024-11-11 10:04:00,0.0,7.6,7.6,7.59,173,131382.0,7.689
2024-11-11 10:05:00,0.0,7.62,7.63,7.6,496,377715.0,7.688
2024-11-11 10:06:00,0.0,7.61,7.62,7.6,677,515289.0,7.688
2024-11-11 10:07:00,0.0,7.63,7.63,7.61,457,348618.0,7.687
2024-11-11 10:08:00,0.0,7.61,7.64,7.61,901,686817.0,7.687
2024-11-11 10:09:00,0.0,7.61,7.62,7.61,597,454424.0,7.686
2024-11-11 10:10:00,0.0,7.62,7.63,7.61,459,349735.0,7.686
2024-11-11 10:11:00,0.0,7.65,7.66,7.62,590,450645.0,7.685
2024-11-11 10:12:00,0.0,7.65,7.65,7.64,273,208783.0,7.685
2024-11-11 10:13:00,0.0,7.64,7.65,7.63,825,630388.0,7.685
2024-11-11 10:14:00,0.0,7.64,7.65,7.64,388,296648.0,7.685
2024-11-11 10:15:00,0.0,7.64,7.64,7.63,36,27480.0,7.685
2024-11-11 10:16:00,0.0,7.63,7.64,7.63,258,197088.0,7.684
2024-11-11 10:17:00,0.0,7.65,7.65,7.63,269,205556.0,7.684
2024-11-11 10:18:00,0.0,7.65,7.65,7.64,236,180441.0,7.684
2024-11-11 10:19:00,0.0,7.61,7.64,7.61,540,411946.0,7.684
2024-11-11 10:20:00,0.0,7.6,7.62,7.6,326,248143.0,7.684
2024-11-11 10:21:00,0.0,7.61,7.61,7.6,424,322650.0,7.683
2024-11-11 10:22:00,0.0,7.6,7.61,7.6,602,457537.0,7.683
2024-11-11 10:23:00,0.0,7.61,7.61,7.6,538,409019.0,7.682
2024-11-11 10:24:00,0.0,7.6,7.61,7.59,292,221880.0,7.682
2024-11-11 10:25:00,0.0,7.59,7.61,7.58,871,661301.0,7.681
2024-11-11 10:26:00,0.0,7.6,7.6,7.59,577,438383.0,7.68
2024-11-11 10:27:00,0.0,7.62,7.62,7.6,444,337829.0,7.68
2024-11-11 10:28:00,0.0,7.6,7.61,7.6,112,85177.0,7.68
2024-11-11 10:29:00,0.0,7.63,7.63,7.6,643,489760.0,7.68
