时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-08 09:30:00,7.5,7.5,7.5,7.5,2785,2088750.0,7.5
2024-11-08 09:31:00,7.45,7.44,7.48,7.42,7169,5344351.0,7.468
2024-11-08 09:32:00,7.46,7.38,7.46,7.37,11835,8765361.0,7.434
2024-11-08 09:33:00,7.39,7.36,7.39,7.35,9008,6635348.0,7.414
2024-11-08 09:34:00,7.36,7.36,7.36,7.35,8591,6319076.0,7.402
2024-11-08 09:35:00,7.35,7.38,7.39,7.35,6039,4452601.0,7.398
2024-11-08 09:36:00,7.37,7.36,7.38,7.36,4095,3016474.0,7.395
2024-11-08 09:37:00,7.36,7.37,7.37,7.36,4189,3085717.0,7.393
2024-11-08 09:38:00,7.37,7.38,7.39,7.37,3905,2880430.0,7.392
2024-11-08 09:39:00,7.38,7.37,7.38,7.37,4322,3185317.0,7.39
2024-11-08 09:40:00,7.36,7.35,7.37,7.35,5040,3710797.0,7.388
2024-11-08 09:41:00,7.36,7.36,7.38,7.35,4546,3346737.0,7.387
2024-11-08 09:42:00,7.37,7.35,7.37,7.35,5293,3891771.0,7.384
2024-11-08 09:43:00,7.36,7.34,7.36,7.34,3241,2381125.0,7.383
2024-11-08 09:44:00,7.34,7.34,7.35,7.34,2000,1468169.0,7.382
2024-11-08 09:45:00,7.34,7.35,7.35,7.33,4674,3432807.0,7.38
2024-11-08 09:46:00,7.36,7.38,7.38,7.35,2133,1570552.0,7.379
2024-11-08 09:47:00,7.38,7.36,7.38,7.36,2145,1580901.0,7.379
2024-11-08 09:48:00,7.36,7.37,7.37,7.36,2970,2186542.0,7.379
2024-11-08 09:49:00,7.37,7.36,7.37,7.35,4051,2978838.0,7.377
2024-11-08 09:50:00,7.36,7.35,7.36,7.35,1842,1355409.0,7.377
2024-11-08 09:51:00,7.36,7.35,7.36,7.35,1347,990802.0,7.377
2024-11-08 09:52:00,7.35,7.35,7.36,7.35,3072,2259720.0,7.376
2024-11-08 09:53:00,7.36,7.36,7.37,7.35,3220,2370153.0,7.376
2024-11-08 09:54:00,7.36,7.37,7.37,7.36,994,731948.0,7.376
