时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-08 09:30:00,3.73,3.73,3.73,3.73,1543,575539.0,3.73
2024-11-08 09:31:00,3.73,3.74,3.75,3.72,3052,1140902.0,3.736
2024-11-08 09:32:00,3.74,3.71,3.75,3.71,4182,1557317.0,3.73
2024-11-08 09:33:00,3.71,3.65,3.71,3.65,5209,1921972.0,3.715
2024-11-08 09:34:00,3.69,3.71,3.71,3.67,2015,743747.0,3.712
2024-11-08 09:35:00,3.71,3.68,3.73,3.68,1315,485860.0,3.711
2024-11-08 09:36:00,3.68,3.68,3.7,3.68,1708,629871.0,3.709
2024-11-08 09:37:00,3.69,3.69,3.7,3.68,2490,918887.0,3.707
2024-11-08 09:38:00,3.69,3.68,3.69,3.67,915,336867.0,3.706
2024-11-08 09:39:00,3.68,3.66,3.68,3.65,3588,1314634.0,3.7
2024-11-08 09:40:00,3.66,3.66,3.66,3.65,2001,730680.0,3.696
2024-11-08 09:41:00,3.65,3.65,3.67,3.65,1259,460131.0,3.695
2024-11-08 09:42:00,3.65,3.65,3.66,3.65,1587,580114.0,3.693
2024-11-08 09:43:00,3.65,3.64,3.65,3.64,1638,596914.0,3.69
2024-11-08 09:44:00,3.65,3.64,3.65,3.64,1043,379963.0,3.689
2024-11-08 09:45:00,3.65,3.65,3.65,3.64,643,234360.0,3.688
2024-11-08 09:46:00,3.65,3.66,3.67,3.65,718,262722.0,3.687
2024-11-08 09:47:00,3.66,3.66,3.67,3.66,597,218494.0,3.687
2024-11-08 09:48:00,3.65,3.66,3.66,3.65,826,301922.0,3.686
2024-11-08 09:49:00,3.65,3.66,3.66,3.65,345,126124.0,3.686
2024-11-08 09:50:00,3.66,3.66,3.66,3.65,134,49003.0,3.686
2024-11-08 09:51:00,3.66,3.66,3.66,3.65,817,298895.0,3.685
2024-11-08 09:52:00,3.66,3.67,3.67,3.66,547,200407.0,3.685
2024-11-08 09:53:00,3.67,3.66,3.67,3.65,1358,497019.0,3.684
2024-11-08 09:54:00,3.66,3.67,3.67,3.66,695,254390.0,3.684
2024-11-08 09:55:00,3.67,3.66,3.67,3.66,1285,470525.0,3.683
2024-11-08 09:56:00,3.66,3.66,3.66,3.66,394,144105.0,3.683
2024-11-08 09:57:00,3.66,3.65,3.66,3.65,2460,897901.0,3.681
2024-11-08 09:58:00,3.65,3.65,3.65,3.64,288,104939.0,3.681
2024-11-08 09:59:00,3.65,3.65,3.66,3.65,203,74107.0,3.68
2024-11-08 10:00:00,3.66,3.65,3.66,3.64,670,244444.0,3.68
2024-11-08 10:01:00,3.65,3.65,3.65,3.64,212,77280.0,3.68
2024-11-08 10:02:00,3.64,3.65,3.65,3.64,646,235514.0,3.679
2024-11-08 10:03:00,3.65,3.65,3.65,3.64,325,118595.0,3.679
2024-11-08 10:04:00,3.64,3.65,3.65,3.64,913,332902.0,3.678
2024-11-08 10:05:00,3.65,3.66,3.66,3.64,792,289023.0,3.678
2024-11-08 10:06:00,3.65,3.66,3.66,3.65,469,171189.0,3.678
2024-11-08 10:07:00,3.65,3.66,3.66,3.65,71,25931.0,3.678
2024-11-08 10:08:00,3.66,3.66,3.66,3.66,189,69171.0,3.678
2024-11-08 10:09:00,3.66,3.66,3.66,3.65,98,35854.0,3.678
2024-11-08 10:10:00,3.66,3.66,3.66,3.66,767,280726.0,3.677
2024-11-08 10:11:00,3.66,3.67,3.67,3.66,736,269998.0,3.677
2024-11-08 10:12:00,3.66,3.66,3.66,3.66,1062,388692.0,3.677
2024-11-08 10:13:00,3.66,3.66,3.66,3.65,584,213662.0,3.677
2024-11-08 10:14:00,3.66,3.65,3.66,3.64,4790,1748409.0,3.674
2024-11-08 10:15:00,3.65,3.65,3.65,3.64,158,57565.0,3.674
2024-11-08 10:16:00,3.65,3.65,3.65,3.64,882,321880.0,3.674
2024-11-08 10:17:00,3.64,3.66,3.66,3.64,968,353722.0,3.674
2024-11-08 10:18:00,3.65,3.66,3.66,3.65,67,24461.0,3.674
2024-11-08 10:19:00,3.65,3.66,3.66,3.65,112,40972.0,3.674
2024-11-08 10:20:00,3.66,3.66,3.66,3.66,195,71369.0,3.674
