时间,开盘,收盘,最高,最低,成交量,成交额,均价
2024-11-08 09:30:00,25.31,25.31,25.31,25.31,44,111364.0,25.31
2024-11-08 09:31:00,25.43,25.44,25.48,25.32,275,698945.0,25.402
2024-11-08 09:32:00,25.45,25.26,25.45,25.26,356,904646.0,25.407
2024-11-08 09:33:00,25.32,25.19,25.32,25.19,139,350953.0,25.38
2024-11-08 09:34:00,25.27,25.22,25.32,25.22,79,199575.0,25.369
2024-11-08 09:35:00,25.22,25.21,25.23,25.21,51,128590.0,25.361
2024-11-08 09:36:00,25.23,25.09,25.23,25.09,128,322320.0,25.34
2024-11-08 09:37:00,25.1,25.09,25.16,25.09,123,308865.0,25.316
2024-11-08 09:38:00,25.09,25.16,25.16,25.09,118,296890.0,25.299
2024-11-08 09:39:00,25.16,25.2,25.25,25.11,107,269192.0,25.289
2024-11-08 09:40:00,25.2,25.16,25.2,25.13,19,47822.0,25.287
2024-11-08 09:41:00,25.13,25.09,25.14,25.09,83,208486.0,25.278
2024-11-08 09:42:00,25.11,25.11,25.11,25.08,81,203520.0,25.269
2024-11-08 09:43:00,25.07,24.93,25.07,24.93,219,548200.0,25.242
2024-11-08 09:44:00,25.0,25.01,25.02,25.0,52,130268.0,25.235
2024-11-08 09:45:00,25.0,25.13,25.13,25.0,57,142730.0,25.229
2024-11-08 09:46:00,25.07,25.14,25.14,25.07,137,343971.0,25.221
2024-11-08 09:47:00,25.17,25.22,25.25,25.17,49,123478.0,25.221
2024-11-08 09:48:00,25.22,25.21,25.23,25.2,431,1086219.0,25.218
2024-11-08 09:49:00,25.21,25.2,25.23,25.2,138,347802.0,25.217
2024-11-08 09:50:00,25.2,25.21,25.21,25.2,47,118461.0,25.217
2024-11-08 09:51:00,25.21,25.21,25.23,25.21,53,133615.0,25.217
2024-11-08 09:52:00,25.21,25.23,25.23,25.19,54,136042.0,25.216
2024-11-08 09:53:00,25.22,25.22,25.22,25.21,32,80682.0,25.216
2024-11-08 09:54:00,25.22,25.22,25.23,25.22,75,189151.0,25.216
2024-11-08 09:55:00,25.22,25.21,25.22,25.21,20,50434.0,25.216
2024-11-08 09:56:00,25.21,25.2,25.24,25.2,112,282474.0,25.216
2024-11-08 09:57:00,25.2,25.25,25.25,25.2,72,181703.0,25.217
2024-11-08 09:58:00,25.25,25.24,25.25,25.24,27,68170.0,25.217
2024-11-08 09:59:00,25.24,25.25,25.25,25.24,10,25240.0,25.217
2024-11-08 10:00:00,25.25,25.25,25.25,25.25,23,58075.0,25.217
2024-11-08 10:01:00,25.25,25.26,25.26,25.23,17,42925.0,25.218
2024-11-08 10:02:00,25.23,25.21,25.23,25.21,17,42874.0,25.218
2024-11-08 10:03:00,25.21,25.21,25.21,25.2,85,214276.0,25.217
2024-11-08 10:04:00,25.25,25.21,25.26,25.21,42,106029.0,25.218
2024-11-08 10:05:00,25.21,25.21,25.21,25.21,5,12605.0,25.218
2024-11-08 10:06:00,25.21,25.21,25.21,25.21,20,50420.0,25.218
2024-11-08 10:07:00,25.24,25.24,25.25,25.24,11,27766.0,25.218
2024-11-08 10:08:00,25.23,25.22,25.23,25.22,10,25229.0,25.218
2024-11-08 10:09:00,25.22,25.25,25.25,25.22,11,27763.0,25.218
2024-11-08 10:10:00,25.25,25.38,25.38,25.25,139,351492.0,25.221
2024-11-08 10:11:00,25.38,25.33,25.38,25.33,88,223155.0,25.224
2024-11-08 10:12:00,25.33,25.34,25.35,25.32,68,172315.0,25.226
2024-11-08 10:13:00,25.33,25.32,25.33,25.32,20,50653.0,25.226
2024-11-08 10:14:00,25.3,25.3,25.3,25.3,6,15180.0,25.227
2024-11-08 10:15:00,25.3,25.24,25.3,25.22,112,282999.0,25.228
2024-11-08 10:16:00,25.23,25.23,25.23,25.23,16,40368.0,25.228
2024-11-08 10:17:00,25.22,25.22,25.23,25.22,32,80726.0,25.228
2024-11-08 10:18:00,25.23,25.24,25.24,25.23,33,83288.0,25.228
2024-11-08 10:19:00,25.24,25.24,25.24,25.24,0,0.0,25.228
2024-11-08 10:20:00,25.24,25.3,25.3,25.24,140,353432.0,25.228
2024-11-08 10:21:00,25.29,25.22,25.29,25.22,106,267568.0,25.229
2024-11-08 10:22:00,25.26,25.3,25.3,25.26,38,95992.0,25.229
2024-11-08 10:23:00,25.3,25.26,25.3,25.26,21,53074.0,25.229
2024-11-08 10:24:00,25.3,25.3,25.3,25.3,31,78430.0,25.23
2024-11-08 10:25:00,25.31,25.32,25.32,25.31,3,7595.0,25.23
2024-11-08 10:26:00,25.34,25.34,25.34,25.33,76,192527.0,25.232
2024-11-08 10:27:00,25.34,25.33,25.34,25.33,101,255839.0,25.234
2024-11-08 10:28:00,25.34,25.32,25.34,25.3,155,392256.0,25.236
2024-11-08 10:29:00,25.32,25.32,25.32,25.32,7,17724.0,25.237
2024-11-08 10:30:00,25.31,25.29,25.31,25.29,10,25300.0,25.237
2024-11-08 10:31:00,25.28,25.28,25.28,25.28,15,37920.0,25.237
2024-11-08 10:32:00,25.29,25.3,25.3,25.29,17,42995.0,25.237
2024-11-08 10:33:00,25.32,25.32,25.32,25.32,44,111408.0,25.238
2024-11-08 10:34:00,25.32,25.32,25.32,25.32,2,5064.0,25.238
2024-11-08 10:35:00,25.34,25.38,25.38,25.34,241,611131.0,25.244
2024-11-08 10:36:00,25.38,25.36,25.38,25.36,23,58356.0,25.244
2024-11-08 10:37:00,25.36,25.34,25.37,25.34,64,162221.0,25.246
2024-11-08 10:38:00,25.34,25.32,25.34,25.32,51,129191.0,25.246
2024-11-08 10:39:00,25.33,25.3,25.33,25.3,49,124105.0,25.247
2024-11-08 10:40:00,25.33,25.3,25.33,25.3,22,55681.0,25.247
2024-11-08 10:41:00,25.29,25.3,25.34,25.29,59,149422.0,25.248
2024-11-08 10:42:00,25.3,25.29,25.3,25.29,32,80932.0,25.249
2024-11-08 10:43:00,25.25,25.2,25.25,25.2,57,143753.0,25.248
2024-11-08 10:44:00,25.2,25.12,25.2,25.12,43,108201.0,25.248
2024-11-08 10:45:00,25.12,25.06,25.13,25.06,25,62715.0,25.247
2024-11-08 10:46:00,25.06,25.05,25.06,25.05,34,85194.0,25.246
2024-11-08 10:47:00,25.06,25.14,25.14,25.06,16,40189.0,25.245
2024-11-08 10:48:00,25.15,25.15,25.22,25.15,61,153442.0,25.244
2024-11-08 10:49:00,25.15,25.14,25.15,25.14,17,42739.0,25.244
2024-11-08 10:50:00,25.15,25.15,25.15,25.15,14,35206.0,25.244
2024-11-08 10:51:00,25.15,25.15,25.15,25.15,0,0.0,25.244
2024-11-08 10:52:00,25.18,25.15,25.18,25.15,13,32731.0,25.244
2024-11-08 10:53:00,25.18,25.18,25.18,25.18,2,5036.0,25.244
2024-11-08 10:54:00,25.18,25.18,25.18,25.18,6,15108.0,25.243
2024-11-08 10:55:00,25.2,25.2,25.2,25.2,3,7560.0,25.243
2024-11-08 10:56:00,25.2,25.09,25.2,25.09,34,85392.0,25.243
2024-11-08 10:57:00,25.15,25.15,25.15,25.15,2,5030.0,25.243
2024-11-08 10:58:00,25.18,25.2,25.2,25.18,6,15118.0,25.243
2024-11-08 10:59:00,25.24,25.24,25.24,25.24,29,73198.0,25.243
2024-11-08 11:00:00,25.24,25.24,25.24,25.24,4,10096.0,25.243
2024-11-08 11:01:00,25.22,25.17,25.22,25.17,18,45315.0,25.242
2024-11-08 11:02:00,25.17,25.21,25.21,25.17,32,80556.0,25.242
2024-11-08 11:03:00,25.21,25.24,25.24,25.2,9,22705.0,25.242
2024-11-08 11:04:00,25.18,25.18,25.18,25.18,4,10072.0,25.242
2024-11-08 11:05:00,25.18,25.18,25.18,25.18,1,2518.0,25.242
2024-11-08 11:06:00,25.21,25.21,25.21,25.21,2,5042.0,25.242
2024-11-08 11:07:00,25.22,25.25,25.25,25.22,49,123709.0,25.242
2024-11-08 11:08:00,25.25,25.24,25.25,25.24,11,27772.0,25.242
2024-11-08 11:09:00,25.24,25.24,25.24,25.24,0,0.0,25.242
2024-11-08 11:10:00,25.18,25.18,25.18,25.18,5,12590.0,25.242
2024-11-08 11:11:00,25.18,25.18,25.18,25.18,1,2518.0,25.242
2024-11-08 11:12:00,25.19,25.19,25.19,25.19,5,12595.0,25.242
2024-11-08 11:13:00,25.19,25.19,25.19,25.19,0,0.0,25.242
2024-11-08 11:14:00,25.24,25.24,25.24,25.24,4,10095.0,25.242
2024-11-08 11:15:00,25.24,25.24,25.24,25.24,0,0.0,25.242
2024-11-08 11:16:00,25.24,25.25,25.25,25.24,23,58056.0,25.242
2024-11-08 11:17:00,25.34,25.24,25.34,25.24,54,136412.0,25.242
2024-11-08 11:18:00,25.18,25.17,25.18,25.17,14,35247.0,25.242
2024-11-08 11:19:00,25.15,25.12,25.15,25.12,23,57799.0,25.241
2024-11-08 11:20:00,25.12,25.11,25.12,25.1,8,20088.0,25.241
2024-11-08 11:21:00,25.1,25.11,25.11,25.09,127,318713.0,25.238
2024-11-08 11:22:00,25.11,25.1,25.11,25.1,45,112959.0,25.237
2024-11-08 11:23:00,25.09,25.06,25.09,25.06,197,493924.0,25.232
2024-11-08 11:24:00,25.06,25.03,25.06,25.03,83,207858.0,25.229
2024-11-08 11:25:00,25.05,25.05,25.05,25.05,50,125182.0,25.228
2024-11-08 11:26:00,25.04,25.05,25.05,25.04,13,32563.0,25.228
2024-11-08 11:27:00,25.05,25.05,25.05,25.05,8,20040.0,25.227
2024-11-08 11:28:00,25.05,25.05,25.05,25.05,11,27555.0,25.227
2024-11-08 11:29:00,25.05,25.05,25.05,25.05,10,25050.0,25.227
2024-11-08 11:30:00,25.04,25.04,25.04,25.04,16,40064.0,25.226
2024-11-08 13:01:00,25.03,25.09,25.09,25.01,57,142739.0,25.225
2024-11-08 13:02:00,25.1,25.1,25.1,25.09,8,20076.0,25.225
2024-11-08 13:03:00,25.13,25.13,25.13,25.13,36,90468.0,25.224
2024-11-08 13:04:00,25.18,25.18,25.18,25.18,33,83091.0,25.224
2024-11-08 13:05:00,25.13,25.13,25.17,25.13,17,42759.0,25.224
2024-11-08 13:06:00,25.1,25.19,25.19,25.1,63,158304.0,25.223
2024-11-08 13:07:00,25.19,25.14,25.2,25.1,14,35260.0,25.223
2024-11-08 13:08:00,25.14,25.14,25.14,25.14,1,2514.0,25.223
2024-11-08 13:09:00,25.11,25.1,25.11,25.1,18,45185.0,25.222
2024-11-08 13:10:00,25.1,25.09,25.1,25.09,22,55200.0,25.222
2024-11-08 13:11:00,25.08,25.03,25.08,25.03,20,50130.0,25.221
2024-11-08 13:12:00,25.03,25.07,25.07,25.03,11,27565.0,25.221
2024-11-08 13:13:00,25.07,25.07,25.07,25.07,3,7518.0,25.221
2024-11-08 13:14:00,25.09,25.09,25.09,25.07,9,22570.0,25.221
2024-11-08 13:15:00,25.04,25.04,25.04,25.04,6,15024.0,25.221
2024-11-08 13:16:00,25.04,25.04,25.04,25.04,1,2504.0,25.221
2024-11-08 13:17:00,25.08,25.1,25.1,25.08,12,30111.0,25.22
2024-11-08 13:18:00,25.09,25.15,25.15,25.09,26,65289.0,25.22
2024-11-08 13:19:00,25.1,25.09,25.1,25.09,4,10039.0,25.22
2024-11-08 13:20:00,25.09,25.12,25.12,25.08,45,112866.0,25.219
2024-11-08 13:21:00,25.15,25.11,25.15,25.1,31,77899.0,25.219
2024-11-08 13:22:00,25.13,25.13,25.13,25.13,2,5026.0,25.219
2024-11-08 13:23:00,25.15,25.13,25.15,25.13,32,80478.0,25.218
2024-11-08 13:24:00,25.13,25.13,25.13,25.13,2,5026.0,25.218
2024-11-08 13:25:00,25.19,25.2,25.2,25.19,21,52911.0,25.218
2024-11-08 13:26:00,25.2,25.14,25.2,25.14,51,128422.0,25.218
2024-11-08 13:27:00,25.14,25.2,25.2,25.14,15,37790.0,25.218
2024-11-08 13:28:00,25.2,25.26,25.28,25.2,153,386182.0,25.218
2024-11-08 13:29:00,25.28,25.25,25.28,25.25,56,141421.0,25.219
2024-11-08 13:30:00,25.25,25.26,25.26,25.25,94,237387.0,25.219
2024-11-08 13:31:00,25.26,25.25,25.26,25.25,27,68171.0,25.219
2024-11-08 13:32:00,25.25,25.2,25.25,25.2,5,12615.0,25.219
2024-11-08 13:33:00,25.2,25.2,25.2,25.2,7,17640.0,25.219
2024-11-08 13:34:00,25.2,25.2,25.2,25.2,10,25200.0,25.219
2024-11-08 13:35:00,25.19,25.19,25.19,25.19,4,10076.0,25.219
2024-11-08 13:36:00,25.19,25.19,25.19,25.19,25,62975.0,25.219
2024-11-08 13:37:00,25.18,25.18,25.18,25.18,1,2518.0,25.219
2024-11-08 13:38:00,25.16,25.17,25.19,25.06,200,501852.0,25.216
2024-11-08 13:39:00,25.11,25.12,25.12,25.11,4,10052.0,25.216
2024-11-08 13:40:00,25.06,25.1,25.1,25.06,103,258289.0,25.214
2024-11-08 13:41:00,25.1,25.1,25.1,25.1,0,0.0,25.214
2024-11-08 13:42:00,25.1,25.1,25.1,25.1,0,0.0,25.214
2024-11-08 13:43:00,25.1,25.1,25.1,25.1,0,0.0,25.214
2024-11-08 13:44:00,25.16,25.16,25.16,25.12,19,47798.0,25.214
2024-11-08 13:45:00,25.18,25.2,25.2,25.18,19,47866.0,25.214
2024-11-08 13:46:00,25.2,25.16,25.2,25.16,20,50340.0,25.214
2024-11-08 13:47:00,25.16,25.13,25.16,25.13,20,50308.0,25.213
2024-11-08 13:48:00,25.13,25.13,25.13,25.13,0,0.0,25.213
2024-11-08 13:49:00,25.13,25.13,25.13,25.13,27,67851.0,25.213
2024-11-08 13:50:00,25.15,25.15,25.15,25.15,10,25150.0,25.213
2024-11-08 13:51:00,25.14,25.06,25.16,25.06,104,261023.0,25.211
2024-11-08 13:52:00,25.04,25.05,25.05,25.04,101,253028.0,25.209
2024-11-08 13:53:00,25.04,25.05,25.05,25.04,101,253147.0,25.208
2024-11-08 13:54:00,25.1,25.1,25.1,25.1,5,12550.0,25.208
